Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,Stock Capacitance,Stock,Query,Package,Device
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8438-ND,FK20C0G1H223J,TDK Corporation,CAP CER 0.022UF 50V 5% RADIAL,1308,0,0.81,0,1,Bulk,FK,0.022åuF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.022åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8267-ND,FK11X7R2A155K,TDK Corporation,CAP CER 1.5UF 100V 10% RADIAL,1879,0,0.84,0,1,Bulk,FK,1.5åuF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8448-ND,FK20X5R1C156M,TDK Corporation,CAP CER 15UF 16V 20% RADIAL,1962,0,0.86,0,1,Bulk,FK,15åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8253-ND,FK11X5R1C156M,TDK Corporation,CAP CER 15UF 16V 20% RADIAL,1941,0,0.86,0,1,Bulk,FK,15åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-4286-ND,FK22X7R2A684K,TDK Corporation,CAP CER 0.68UF 100V 10% RADIAL,3987,0,1.48,0,1,Bulk,FK,0.68åuF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-8481-ND,FK22X7R1H155K,TDK Corporation,CAP CER 1.5UF 50V 10% RADIAL,1925,0,1.5,0,1,Bulk,FK,1.5åuF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-5287-ND,FK22X7R1E685K,TDK Corporation,CAP CER 6.8UF 25V 10% RADIAL,1985,0,1.51,0,1,Bulk,FK,6.8åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,6.8åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-8514-ND,FK24X7R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,4995,0,0.34,0,1,Bulk,FK,2.2åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8415-ND,FK18X7R0J155K,TDK Corporation,CAP CER 1.5UF 6.3V 10% RADIAL,1985,0,0.32,0,1,Bulk,FK,1.5åuF,å±10%,6.3V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8401-ND,FK18X5R1A155K,TDK Corporation,CAP CER 1.5UF 10V 10% RADIAL,1946,0,0.32,0,1,Bulk,FK,1.5åuF,å±10%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8612-ND,FK28X7R0J155K,TDK Corporation,CAP CER 1.5UF 6.3V 10% RADIAL,1699,0,0.32,0,1,Bulk,FK,1.5åuF,å±10%,6.3V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8292-ND,FK14X5R1C155K,TDK Corporation,CAP CER 1.5UF 16V 10% RADIAL,2000,0,0.4,0,1,Bulk,FK,1.5åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8301-ND,FK14X5R1E684K,TDK Corporation,CAP CER 0.68UF 25V 10% RADIAL,2000,0,0.4,0,1,Bulk,FK,0.68åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-8508-ND,FK24X5R1E684K,TDK Corporation,CAP CER 0.68UF 25V 10% RADIAL,2000,0,0.4,0,1,Bulk,FK,0.68åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-8499-ND,FK24X5R1C155K,TDK Corporation,CAP CER 1.5UF 16V 10% RADIAL,1975,0,0.4,0,1,Bulk,FK,1.5åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8297-ND,FK14X5R1E155K,TDK Corporation,CAP CER 1.5UF 25V 10% RADIAL,1880,0,0.4,0,1,Bulk,FK,1.5åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8426-ND,FK18X7R1E684K,TDK Corporation,CAP CER 0.68UF 25V 10% RADIAL,1773,0,0.4,0,1,Bulk,FK,0.68åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8316-ND,FK14X7S2A154K,TDK Corporation,CAP CER 0.15UF 100V 10% RADIAL,1990,0,0.48,0,1,Bulk,FK,0.15åuF,å±10%,100V,X7S,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-2872-ND,FK26X7R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,7680,0,0.46,0,1,Bulk,FK,2.2åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8345-ND,FK16X5R1E335K,TDK Corporation,CAP CER 3.3UF 25V 10% RADIAL,1958,0,0.64,0,1,Bulk,FK,3.3åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8535-ND,FK26C0G1H562J,TDK Corporation,CAP CER 5600PF 50V 5% RADIAL,1970,0,0.52,0,1,Bulk,FK,5600pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,5600pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-5350-ND,FK11X7R1E335K,TDK Corporation,CAP CER 3.3UF 25V 10% RADIAL,2118,0,0.66,0,1,Bulk,FK,3.3åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8307-ND,FK14X7R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,6645,0,0.48,0,1,Bulk,FK,2.2åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8342-ND,FK16X5R1C685K,TDK Corporation,CAP CER 6.8UF 16V 10% RADIAL,1960,0,0.71,0,1,Bulk,FK,6.8åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,6.8åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-8505-ND,FK24X5R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,1615,0,0.49,0,1,Bulk,FK,2.2åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8543-ND,FK26X5R1C685K,TDK Corporation,CAP CER 6.8UF 16V 10% RADIAL,1900,0,0.71,0,1,Bulk,FK,6.8åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,6.8åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-2885-ND,FK20X7R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,2629,0,0.64,0,1,Bulk,FK,2.2åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8271-ND,FK11X7R2A684K,TDK Corporation,CAP CER 0.68UF 100V 10% RADIAL,1995,0,0.73,0,1,Bulk,FK,0.68åuF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8464-ND,FK20X7R2A684K,TDK Corporation,CAP CER 0.68UF 100V 10% RADIAL,1728,0,0.73,0,1,Bulk,FK,0.68åuF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8258-ND,FK11X5R1E685K,TDK Corporation,CAP CER 6.8UF 25V 10% RADIAL,2000,0,0.79,0,1,Bulk,FK,6.8åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,6.8åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8545-ND,FK26X5R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,1990,0,0.64,0,1,Bulk,FK,2.2åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8453-ND,FK20X5R1E685K,TDK Corporation,CAP CER 6.8UF 25V 10% RADIAL,1995,0,0.79,0,1,Bulk,FK,6.8åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,6.8åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8344-ND,FK16X5R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,1621,0,0.64,0,1,Bulk,FK,2.2åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-5349-ND,FK11X7R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,1082,0,0.64,0,1,Bulk,FK,2.2åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8442-ND,FK20X5R0J336M,TDK Corporation,CAP CER 33UF 6.3V 20% RADIAL,1940,0,0.79,0,1,Bulk,FK,33åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,33åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-5333-ND,FK16X7R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,559,0,0.46,0,1,Bulk,FK,2.2åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8298-ND,FK14X5R1E225K,TDK Corporation,CAP CER 2.2UF 25V 10% RADIAL,634,0,0.49,0,1,Bulk,FK,2.2åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8241-ND,FK11C0G1H333J,TDK Corporation,CAP CER 0.033UF 50V 5% RADIAL,1880,0,0.79,0,1,Bulk,FK,0.033åuF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.033åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8407-ND,FK18X5R1C225K,TDK Corporation,CAP CER 2.2UF 16V 10% RADIAL,3380,0,0.32,0,1,Bulk,FK,2.2åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8604-ND,FK28X5R1C225K,TDK Corporation,CAP CER 2.2UF 16V 10% RADIAL,2806,0,0.33,0,1,Bulk,FK,2.2åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,2.2åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8244-ND,FK11C0G2A333J,TDK Corporation,CAP CER 0.033UF 100V 5% RADIAL,1796,0,0.86,0,1,Bulk,FK,0.033åuF,å±5%,100V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.033åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-8478-ND,FK22X7R1C156M,TDK Corporation,CAP CER 15UF 16V 20% RADIAL,1985,0,1.27,0,1,Bulk,FK,15åuF,å±20%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,15åuF,,
http://www.tdk.com/pdf/mlcc_prod_guide/MLCC%20Product%20Guide%20A14.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-8484-ND,FK22X7R2A155K,TDK Corporation,CAP CER 1.5UF 100V 10% RADIAL,1530,0,1.69,0,1,Bulk,FK,1.5åuF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-2617-ND,FK22C0G2J223J,TDK Corporation,CAP CER 0.022UF 630V 5% RADIAL,153,0,1.69,0,1,Bulk,FK,0.022åuF,å±5%,630V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.022åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-5304-ND,FK18X7R1E154K,TDK Corporation,CAP CER 0.15UF 25V 10% RADIAL,991,0,0.29,0,1,Bulk,FK,0.15åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-5257-ND,FK28X7R1H683K,TDK Corporation,CAP CER 0.068UF 50V 10% RADIAL,864,0,0.29,0,1,Bulk,FK,0.068åuF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.068åuF,,
