Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,Stock Capacitance,Stock,Query,Package,Device
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-4374-ND,FK20C0G2J682J,TDK Corporation,CAP CER 6800PF 630V 5% RADIAL,3995,0,0.82,0,1,Bulk,FK,6800pF,å±5%,630V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,6800pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8550-ND,FK26X7R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,4968,0,0.46,0,1,Bulk,FK,10åuF,å±20%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-4370-ND,FK20C0G2A333J,TDK Corporation,CAP CER 0.033UF 100V 5% RADIAL,4243,0,0.87,0,1,Bulk,FK,0.033åuF,å±5%,100V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.033åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8290-ND,FK14X5R1C106K,TDK Corporation,CAP CER 10UF 16V 10% RADIAL,3311,0,0.46,0,1,Bulk,FK,10åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8444-ND,FK20X5R0J686M,TDK Corporation,CAP CER 68UF 6.3V 20% RADIAL,1196,0,0.88,0,1,Bulk,FK,68åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8246-ND,FK11X5R0J107M,TDK Corporation,CAP CER 100UF 6.3V 20% RADIAL,8990,0,0.95,0,1,Bulk,FK,100åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,100åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8291-ND,FK14X5R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,1855,0,0.45,0,1,Bulk,FK,10åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8349-ND,FK16X7R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,1014,0,0.46,0,1,Bulk,FK,10åuF,å±20%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8441-ND,FK20X5R0J107M,TDK Corporation,CAP CER 100UF 6.3V 20% RADIAL,1919,0,0.95,0,1,Bulk,FK,100åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,100åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8542-ND,FK26X5R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,1988,0,0.71,0,1,Bulk,FK,10åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8251-ND,FK11X5R1C106K,TDK Corporation,CAP CER 10UF 16V 10% RADIAL,1638,0,0.79,0,1,Bulk,FK,10åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8341-ND,FK16X5R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,1970,0,0.71,0,1,Bulk,FK,10åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8340-ND,FK16X5R1C106K,TDK Corporation,CAP CER 10UF 16V 10% RADIAL,1946,0,0.71,0,1,Bulk,FK,10åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8467-ND,FK20X7S1H685K,TDK Corporation,CAP CER 6.8UF 50V 10% RADIAL,2189,0,0.97,0,1,Bulk,FK,6.8åuF,å±10%,50V,X7S,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,6.8åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8273-ND,FK11X7S1H685K,TDK Corporation,CAP CER 6.8UF 50V 10% RADIAL,1360,0,0.97,0,1,Bulk,FK,6.8åuF,å±10%,50V,X7S,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,6.8åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8541-ND,FK26X5R1C106K,TDK Corporation,CAP CER 10UF 16V 10% RADIAL,1489,0,0.71,0,1,Bulk,FK,10åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-8474-ND,FK22X5R1E156M,TDK Corporation,CAP CER 15UF 25V 20% RADIAL,1529,0,1.08,0,1,Bulk,FK,15åuF,å±20%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8252-ND,FK11X5R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,1998,0,0.79,0,1,Bulk,FK,10åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-8479-ND,FK22X7R1C336M,TDK Corporation,CAP CER 33UF 16V 20% RADIAL,1051,0,1.48,0,1,Bulk,FK,33åuF,å±20%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,33åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8447-ND,FK20X5R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,1990,0,0.79,0,1,Bulk,FK,10åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8446-ND,FK20X5R1C106K,TDK Corporation,CAP CER 10UF 16V 10% RADIAL,1884,0,0.79,0,1,Bulk,FK,10åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-2901-ND,FK22X5R1A476M,TDK Corporation,CAP CER 47UF 10V 20% RADIAL,3973,0,1.72,0,1,Bulk,FK,47åuF,å±20%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,47åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-8498-ND,FK24X5R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,272,0,0.46,0,1,Bulk,FK,10åuF,å±20%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-2902-ND,FK22X5R0J107M,TDK Corporation,CAP CER 100UF 6.3V 20% RADIAL,7304,0,1.89,0,1,Bulk,FK,100åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,100åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-4769-ND,FK18C0G1H680J,TDK Corporation,CAP CER 68PF 50V 5% RADIAL,1969,0,0.29,0,1,Bulk,FK,68pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,68pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8383-ND,FK18C0G1H090D,TDK Corporation,CAP CER 9PF 50V RADIAL,1271,0,0.29,0,1,Bulk,FK,9pF,å±0.5pF,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,9pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8382-ND,FK18C0G1H080D,TDK Corporation,CAP CER 8PF 50V RADIAL,2647,0,0.3,0,1,Bulk,FK,8pF,å±0.5pF,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,8pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-5296-ND,FK18X7R1H682K,TDK Corporation,CAP CER 6800PF 50V 10% RADIAL,1867,0,0.3,0,1,Bulk,FK,6800pF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,6800pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-4723-ND,FK28C0G1H560J,TDK Corporation,CAP CER 56PF 50V 5% RADIAL,1418,0,0.3,0,1,Bulk,FK,56pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,56pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-4770-ND,FK18C0G1H820J,TDK Corporation,CAP CER 82PF 50V 5% RADIAL,1330,0,0.3,0,1,Bulk,FK,82pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,82pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8381-ND,FK18C0G1H070D,TDK Corporation,CAP CER 7PF 50V RADIAL,1293,0,0.3,0,1,Bulk,FK,7pF,å±0.5pF,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,7pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-5292-ND,FK18X7R1H152K,TDK Corporation,CAP CER 1500PF 50V 10% RADIAL,1229,0,0.3,0,1,Bulk,FK,1500pF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1500pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-4772-ND,FK18C0G1H121J,TDK Corporation,CAP CER 120PF 50V 5% RADIAL,1182,0,0.3,0,1,Bulk,FK,120pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,120pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4268-ND,FK24X7R2E152K,TDK Corporation,CAP CER 1500PF 250V 10% RADIAL,1838,0,0.32,0,1,Bulk,FK,1500pF,å±10%,250V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1500pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8616-ND,FK28X7R1C474K,TDK Corporation,CAP CER 0.47UF 16V 10% RADIAL,1686,0,0.32,0,1,Bulk,FK,0.47åuF,å±10%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.47åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8420-ND,FK18X7R1C684K,TDK Corporation,CAP CER 0.68UF 16V 10% RADIAL,1709,0,0.32,0,1,Bulk,FK,0.68åuF,å±10%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4271-ND,FK24X7R2E153K,TDK Corporation,CAP CER 0.015UF 250V 10% RADIAL,1476,0,0.32,0,1,Bulk,FK,0.015åuF,å±10%,250V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.015åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-2888-ND,FK20X7R1C106M,TDK Corporation,CAP CER 10UF 16V 20% RADIAL,76,0,0.63,0,1,Bulk,FK,10åuF,å±20%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-5353-ND,FK11X7R1C106K,TDK Corporation,CAP CER 10UF 16V 10% RADIAL,42,0,0.64,0,1,Bulk,FK,10åuF,å±10%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8394-ND,FK18C0G1H822J,TDK Corporation,CAP CER 8200PF 50V 5% RADIAL,1823,0,0.33,0,1,Bulk,FK,8200pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,8200pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8606-ND,FK28X5R1C684K,TDK Corporation,CAP CER 0.68UF 16V 10% RADIAL,1683,0,0.33,0,1,Bulk,FK,0.68åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8287-ND,FK14X5R1A106M,TDK Corporation,CAP CER 10UF 10V 20% RADIAL,1572,0,0.46,0,1,Bulk,FK,10åuF,å±20%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,10åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8603-ND,FK28X5R1C155K,TDK Corporation,CAP CER 1.5UF 16V 10% RADIAL,1576,0,0.33,0,1,Bulk,FK,1.5åuF,å±10%,16V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8617-ND,FK28X7R1C684K,TDK Corporation,CAP CER 0.68UF 16V 10% RADIAL,1337,0,0.33,0,1,Bulk,FK,0.68åuF,å±10%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4335-ND,FK24C0G2A122J,TDK Corporation,CAP CER 1200PF 100V 5% RADIAL,1275,0,0.33,0,1,Bulk,FK,1200pF,å±5%,100V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1200pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8468-ND,FK20X7S2A335K,TDK Corporation,CAP CER 3.3UF 100V 10% RADIAL,175,0,0.97,0,1,Bulk,FK,3.3åuF,å±10%,100V,X7S,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8413-ND,FK18X5R1E474K,TDK Corporation,CAP CER 0.47UF 25V 10% RADIAL,3988,0,0.34,0,1,Bulk,FK,0.47åuF,å±10%,25V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.47åuF,,
