"ï»¿""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,Stock Capacitance,Stock,Query,Package,Device
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6414-1-ND,GRM188R61E105KA12J,Murata Electronics North America,CAP CER 1UF 25V 10% X5R 0603,59680,0,0.11,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-10022-1-ND,GRM185R61E105MA12D,Murata Electronics North America,CAP CER 1UF 25V 20% X5R 0603,4000,0,0.28,0,1,Cut Tape (CT),GRM,1ÂuF,Â±20%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.022"" (0.55mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-7768-1-ND,GRM1885C1H222FA01D,Murata Electronics North America,CAP CER 2200PF 50V 1% NP0 0603,40739,0,0.25,0,1,Cut Tape (CT),GRM,2200pF,Â±1%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2200pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6440-1-ND,GRM188R72A822KA01D,Murata Electronics North America,CAP CER 8200PF 100V 10% X7R 0603,16996,0,0.11,0,1,Cut Tape (CT),GRM,8200pF,Â±10%,100V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,8200pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-10021-1-ND,GRM185R61E105KA12D,Murata Electronics North America,CAP CER 1UF 25V 10% X5R 0603,3740,0,0.28,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.020"" (0.50mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1439-1-ND,GRM1885C1H331JA01D,Murata Electronics North America,CAP CER 330PF 50V 5% NP0 0603,140363,0,0.1,0,1,Cut Tape (CT),GRM,330pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,330pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6437-1-ND,GRM188R71H683KA93J,Murata Electronics North America,CAP CER 0.068UF 50V 10% X7R 0603,27975,0,0.13,0,1,Cut Tape (CT),GRM,0.068ÂuF,Â±10%,50V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,0.068ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6415-1-ND,GRM188R61E105MA12D,Murata Electronics North America,CAP CER 1UF 25V 20% X5R 0603,5023,0,0.11,0,1,Cut Tape (CT),GRM,1ÂuF,Â±20%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-10484-1-ND,GRM188R6YA105KA12D,Murata Electronics North America,CAP CER 1UF 35V 10% X5R 0603,4000,0,0.28,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,35V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-10485-1-ND,GRM188R6YA105MA12D,Murata Electronics North America,CAP CER 1UF 35V 20% X5R 0603,4000,0,0.28,0,1,Cut Tape (CT),GRM,1ÂuF,Â±20%,35V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-10488-1-ND,GRM188R7YA105MA12D,Murata Electronics North America,CAP CER 1UF 35V 20% X7R 0603,3950,0,0.27,0,1,Cut Tape (CT),GRM,1ÂuF,Â±20%,35V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-3530-1-ND,GRM188R72E222KW07D,Murata Electronics North America,CAP CER 2200PF 250V 10% X7R 0603,71066,0,0.56,0,1,Cut Tape (CT),GRM,2200pF,Â±10%,250V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,STOCK,2200pFSTOCK,,2012-0805_CERAMIC
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1363-1-ND,GRM1885C2A331JA01D,Murata Electronics North America,CAP CER 330PF 100V 5% NP0 0603,30790,0,0.1,0,1,Cut Tape (CT),GRM,330pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,330pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-9722-1-ND,GRM1885C1H331FA01D,Murata Electronics North America,CAP CER 330PF 50V 1% NP0 0603,6220,0,0.2,0,1,Cut Tape (CT),GRM,330pF,Â±1%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,330pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-9686-1-ND,GRM1885C1H331FA01J,Murata Electronics North America,CAP CER 330PF 50V 1% NP0 0603,19450,0,0.2,0,1,Cut Tape (CT),GRM,330pF,Â±1%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,330pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-3898-1-ND,GRM188R70J105KA01D,Murata Electronics North America,CAP CER 1UF 6.3V 10% X7R 0603,249578,0,0.23,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,6.3V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1415-1-ND,GRM1885C1H330JA01D,Murata Electronics North America,CAP CER 33PF 50V 5% NP0 0603,196406,0,0.1,0,1,Cut Tape (CT),GRM,33pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,33pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1550-1-ND,GRM188R60J105KA01D,Murata Electronics North America,CAP CER 1UF 6.3V 10% X5R 0603,47279,0,0.1,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1549-1-ND,GRM188R60J105MA01D,Murata Electronics North America,CAP CER 1UF 6.3V 20% X5R 0603,28282,0,0.1,0,1,Cut Tape (CT),GRM,1ÂuF,Â±20%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-7765-1-ND,GRM185R60J105KE26D,Murata Electronics North America,CAP CER 1UF 6.3V 10% X5R 0603,9101,0,0.2,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.020"" (0.50mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-8271-1-ND,GRM185C80J105KE26D,Murata Electronics North America,CAP CER 1UF 6.3V 10% X6S 0603,11675,0,0.2,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,6.3V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.020"" (0.50mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1339-1-ND,GRM1885C2A330JA01D,Murata Electronics North America,CAP CER 33PF 100V 5% NP0 0603,63333,0,0.1,0,1,Cut Tape (CT),GRM,33pF,Â±5%,100V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,33pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-9721-1-ND,GRM1885C1H330GA01D,Murata Electronics North America,CAP CER 33PF 50V 2% NP0 0603,7580,0,0.13,0,1,Cut Tape (CT),GRM,33pF,Â±2%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,33pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-9720-1-ND,GRM1885C1H330FA01D,Murata Electronics North America,CAP CER 33PF 50V 1% NP0 0603,380,0,0.16,0,1,Cut Tape (CT),GRM,33pF,Â±1%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,33pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6404-1-ND,GRM188R60J105KA01J,Murata Electronics North America,CAP CER 1UF 6.3V 10% X5R 0603,11185,0,0.1,0,1,Cut Tape (CT),GRM,1ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,1ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1545-1-ND,GRM188R61A225KE34D,Murata Electronics North America,CAP CER 2.2UF 10V 10% X5R 0603,247257,0,0.17,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-4520-1-ND,GRM188R71A225KE15D,Murata Electronics North America,CAP CER 2.2UF 10V 10% X7R 0603,186151,0,0.37,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1546-1-ND,GRM188R61A225ME34D,Murata Electronics North America,CAP CER 2.2UF 10V 20% X5R 0603,77848,0,0.17,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±20%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-4521-1-ND,GRM188C81A225KE34D,Murata Electronics North America,CAP CER 2.2UF 10V 10% X6S 0603,17345,0,0.19,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6418-1-ND,GRM188R71A225KE15J,Murata Electronics North America,CAP CER 2.2UF 10V 10% X7R 0603,36887,0,0.37,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X7R,"Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6410-1-ND,GRM188R61A225KE34J,Murata Electronics North America,CAP CER 2.2UF 10V 10% X5R 0603,17278,0,0.19,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,10V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-3296-1-ND,GRM188R61C225KE15D,Murata Electronics North America,CAP CER 2.2UF 16V 10% X5R 0603,906481,0,0.2,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,16V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6413-1-ND,GRM188R61C225KE15J,Murata Electronics North America,CAP CER 2.2UF 16V 10% X5R 0603,11325,0,0.19,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,16V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-10483-1-ND,GRM188R61E225ME84D,Murata Electronics North America,CAP CER 2.2UF 25V 20% X5R 0603,3785,0,0.29,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±20%,25V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.037"" (0.95mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-7196-1-ND,GRM188C80G226MEA0D,Murata Electronics North America,CAP CER 22UF 4V 20% X6S 0603,400,0,0.26,0,1,Cut Tape (CT),GRM,22ÂuF,Â±20%,4V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.031"" (0.80mm)",-,-,-,STOCK,STOCK,22ÂuFSTOCK,,2012-0805_CERAMIC
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1552-1-ND,GRM188R60J225KE19D,Murata Electronics North America,CAP CER 2.2UF 6.3V 10% X5R 0603,171823,0,0.17,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1587-1-ND,GRM188F50J225ZE01D,Murata Electronics North America,CAP CER 2.2UF 6.3V Y5V 0603,98099,0,0.14,0,1,Cut Tape (CT),GRM,2.2ÂuF,"-20%, +80%",6.3V,Y5V (F),"Surface Mount, MLCC",-30Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-1584-1-ND,GRM188F51A684ZA01D,Murata Electronics North America,CAP CER 0.68UF 10V Y5V 0603,8430,0,0.15,0,1,Cut Tape (CT),GRM,0.68ÂuF,"-20%, +80%",10V,Y5V (F),"Surface Mount, MLCC",-30Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,0.68ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6386-1-ND,GRM1885C1H362JA01D,Murata Electronics North America,CAP CER 3600PF 50V 5% NP0 0603,29167,0,0.19,0,1,Cut Tape (CT),GRM,3600pF,Â±5%,50V,"C0G, NP0","Surface Mount, MLCC",-55Â°C ~ 125Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,#N/A,,3600pF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-3267-1-ND,GRM185R60J225KE26D,Murata Electronics North America,CAP CER 2.2UF 6.3V 10% X5R 0603,27389,0,0.22,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.020"" (0.50mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6406-1-ND,GRM188R60J225KE19J,Murata Electronics North America,CAP CER 2.2UF 6.3V 10% X5R 0603,27472,0,0.2,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-8279-1-ND,GRM188C80J225KE19D,Murata Electronics North America,CAP CER 2.2UF 6.3V 10% X6S 0603,11749,0,0.2,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,6.3V,X6S,"Surface Mount, MLCC",-55Â°C ~ 105Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.035"" (0.90mm)",-,-,-,STOCK,,2.2ÂuF,,
http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,http://media.digikey.com/photos/Murata%20Photos/0603%20Murata%20MLCC%20Caps.jpg,490-6371-1-ND,GRM185R60J225KE26J,Murata Electronics North America,CAP CER 2.2UF 6.3V 10% X5R 0603,19939,0,0.21,0,1,Cut Tape (CT),GRM,2.2ÂuF,Â±10%,6.3V,X5R,"Surface Mount, MLCC",-55Â°C ~ 85Â°C,General Purpose,-,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)",-,"0.020"" (0.50mm)",-,-,-,STOCK,,2.2ÂuF,,
