"ï»¿""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Color,Wavelength - Dominant,Wavelength - Peak,Millicandela Rating,Voltage - Forward (Vf) (Typ),Current - Test,Viewing Angle,Lens Type,Lens Style/Size,Package / Case,Size / Dimension,Height,Mounting Type,Target color?,Bright,Stock,Query,Package,Device
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343v8.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",SLI-343D8U3F-ND,SLI-343D8U3F,Rohm Semiconductor,LED 3.1MM 611NM ORANGE DIFFUSED,0,0,0.10395,0,2000,Bulk,EXCELEDâ„¢,Orange,605nm,611nm,470mcd,2.2V,20mA,40Â°,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Orange,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343v8.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",SLI-343D8C3F-ND,SLI-343D8C3F,Rohm Semiconductor,LED 3.1MM 611NM ORANGE TRANSPARE,0,0,0.10395,0,2000,Bulk,-,Orange,605nm,611nm,680mcd,2.2V,20mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Orange,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343v8.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",846-1136-ND,SLI-343V8RC3F,Rohm Semiconductor,LED 3.1MM 639NM RED TRANSPARENT,0,0,0.10395,0,2000,Bulk,-,Red,630nm,639nm,330mcd,2.2V,20mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/slr-322.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",511-1229-ND,SLR-322YC3F,Rohm Semiconductor,LED 3.1X2MM 585NM YELLOW TRANSP,0,0,0.10656,0,2000,Bulk,-,Yellow,587nm,585nm,10mcd,2.1V,10mA,35Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.20mm,Through Hole,Stock,,,Yellow,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343v8.pdf,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343VCT32,SLI-343URC3F.jpg",SLI-343U8R3F-ND,SLI-343U8R3F,Rohm Semiconductor,LED 3.1MM 630NM RED DIFFUSED,0,0,0.10676,0,2000,Bulk,EXCELEDâ„¢,Red,620nm,630nm,220mcd,2.2V,20mA,40Â°,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343v8.pdf,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343VCT32,SLI-343URC3F.jpg",SLI-343U8RC3F-ND,SLI-343U8RC3F,Rohm Semiconductor,LED 3.1MM 630NM RED TRANSPARENT,0,0,0.10676,0,2000,Bulk,-,Red,620nm,630nm,330mcd,2.2V,20mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
-,http://media.digikey.com/photos/Rohm%20Photos/SLR-37MG3F.jpg,SLR-37MG3F-ND,SLR-37MG3F,Rohm Semiconductor,LED 3.1MM 563NM GREEN DIFFUSED,0,0,0.12705,0,2000,Bulk,-,Green,-,563nm,25mcd,2.1V,10mA,-,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,4.70mm,Through Hole,Stock,,,Green,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/slr-37_series_datasheet.pdf,-,SLR-37MC3F-ND,SLR-37MC3F,Rohm Semiconductor,LED OVAL GREEN 563NM GRN TRANSP,0,0,0.12705,0,2000,Bulk,SLR-37,Green,-,563nm,25mcd,2.1V,10mA,50Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,4.70mm,Through Hole,Stock,,,Green,LEDRD250W50D400H640_HS,4x6-TH-LED
-,http://media.digikey.com/photos/Rohm%20Photos/SLR-37YY3F.jpg,SLR-37YY3F-ND,SLR-37YY3F,Rohm Semiconductor,LED 3.1MM 585NM YLW DIFFUSED,0,0,0.12722,0,2000,Bulk,-,Yellow,-,585nm,16mcd,2.1V,10mA,-,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,4.70mm,Through Hole,Stock,,,Yellow,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/slr-343.pdf,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343YCT32,SLI-343YC3F.jpg",SLR-343YC3F-ND,SLR-343YC3F,Rohm Semiconductor,LED OVAL YELLOW 587NM YLW TRANSP,0,0,0.12722,0,2000,Bulk,SLR343,Yellow,587nm,590nm,16mcd,2.1V,10mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Yellow,LEDRD250W50D400H640_HS,4x6-TH-LED
-,-,SLR-37YC3F-ND,SLR-37YC3F,Rohm Semiconductor,LED OVAL YELLOW 585NM YLW DIFF,0,0,0.12722,0,2000,Bulk,*,Yellow,-,-,-,-,-,-,-,"Round with Domed Top, 3.1mm",Radial,-,4.70mm,Through Hole,Stock,,,Yellow,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/slr-343.pdf,-,SLR-343DC3F-ND,SLR-343DC3F,Rohm Semiconductor,LED OVAL ORANGE 605NM ORN TRANSP,0,0,0.12887,0,2000,Bulk,SLR-343,Orange,605nm,-,25mcd,2V,10mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Orange,LEDRD250W50D400H640_HS,4x6-TH-LED
-,-,SLR-37VR3F-ND,SLR-37VR3F,Rohm Semiconductor,LED 3.1MM 650NM RED DIFFUSED,0,0,0.13316,0,2000,Bulk,-,Red,-,650nm,16mcd,2V,10mA,-,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,4.70mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/slr-343.pdf,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343VCT32,SLI-343URC3F.jpg",SLR-343VC3F-ND,SLR-343VC3F,Rohm Semiconductor,LED OVAL RED 630NM RED TRANSP,0,0,0.13316,0,2000,Bulk,SLR-343,Red,630nm,650nm,25mcd,2V,10mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/slr-37_series_datasheet.pdf,-,SLR-37VC3F-ND,SLR-37VC3F,Rohm Semiconductor,LED OVAL RED 650NM RED TRANSP,0,0,0.13316,0,2000,Bulk,SLR-37,Red,-,650nm,16mcd,2V,10mA,50Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,4.70mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",511-1208-ND,SLI-343DC3F,Rohm Semiconductor,LED 3.1MM 611NM ORANGE TRANSP,0,0,0.13976,0,2000,Bulk,-,Orange,605nm,611nm,500mcd,1.9V,20mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Orange,LEDRD250W50D400H640_HS,4x6-TH-LED
-,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343YCT32,SLI-343YC3F.jpg",SLI-343YY3FW-ND,SLI-343YY3FW,Rohm Semiconductor,LED 3.1MM 591NM YLW DIFFUSED,0,0,0.13976,0,2000,Bulk,-,Yellow,587nm,591nm,160mcd,1.9V,20mA,40Â°,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Yellow,LEDRD250W50D400H640_HS,4x6-TH-LED
-,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343YCT32,SLI-343YC3F.jpg",SLI-343YC3FW-ND,SLI-343YC3FW,Rohm Semiconductor,LED 3.1MM 591NM YLW TRANSPARENT,0,0,0.13976,0,2000,Bulk,-,Yellow,587nm,591nm,200mcd,1.9V,20mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Yellow,LEDRD250W50D400H640_HS,4x6-TH-LED
-,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",SLI-343DU3FW-ND,SLI-343DU3FW,Rohm Semiconductor,LED 3.1MM 611NM ORN DIFFUSED,0,0,0.13976,0,2000,Bulk,-,Orange,605nm,611nm,250mcd,1.9V,20mA,40Â°,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Orange,LEDRD250W50D400H640_HS,4x6-TH-LED
-,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",SLI-343DC3FW-ND,SLI-343DC3FW,Rohm Semiconductor,LED 3.1MM 611NM ORN TRANSPARENT,0,0,0.13976,0,2000,Bulk,-,Orange,605nm,611nm,300mcd,1.9V,20mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Orange,LEDRD250W50D400H640_HS,4x6-TH-LED
-,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343VCT32,SLI-343URC3F.jpg",SLI-343UR3FW-ND,SLI-343UR3FW,Rohm Semiconductor,LED 3.1MM 630NM RED DIFFUSED,0,0,0.13976,0,2000,Bulk,-,Red,620nm,630nm,160mcd,1.9V,20mA,40Â°,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
-,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343VCT32,SLI-343URC3F.jpg",SLI-343URC3FW-ND,SLI-343URC3FW,Rohm Semiconductor,LED 3.1MM 630NM RED TRANSPARENT,0,0,0.13976,0,2000,Bulk,-,Red,620nm,630nm,200mcd,1.9V,20mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/slr-343.pdf,-,SLR-343PC3F-ND,SLR-343PC3F,Rohm Semiconductor,LED OVAL GREEN 560NM TRANSP,0,0,0.1457,0,2000,Bulk,SLR-343,Green,560nm,-,6.3mcd,2.1V,10mA,40Â°,"Clear, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Green,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343.pdf,http://media.digikey.com/Photos/Rohm%20Photos/SLR-343MCT32.jpg,SLI-343MG3F-ND,SLI-343MG3F,Rohm Semiconductor,LED CIRCULAR YLW/GRN DIFF GRN,0,0,0.15,0,2000,Bulk,SLI-343,Green,572nm,-,180mcd,2.1V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Green,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/sla-360.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",511-1188-ND,SLA-360LT3F,Rohm Semiconductor,LED 3.1MM 660NM RED WATER CLEAR,0,0,0.204,0,2000,Bulk,-,Red,-,660nm,68mcd,1.75V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.20mm,Through Hole,Stock,,,Red,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",511-1209-ND,SLI-343DU3F,Rohm Semiconductor,LED 3.1MM 611NM ORANGE DIFFUSED,0,0,0.2145,0,2000,Bulk,-,Orange,605nm,611nm,350mcd,1.9V,20mA,40Â°,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Orange,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/sli-343.pdf,"http://media.digikey.com/Photos/Rohm%20Photos/SLR-343YCT32,SLI-343YC3F.jpg",511-1213-ND,SLI-343YY3F,Rohm Semiconductor,LED 3.1MM 591NM YELLOW DIFFUSED,0,0,0.2145,0,2000,Bulk,-,Yellow,587nm,591nm,300mcd,1.9V,20mA,40Â°,"Diffused, Tinted","Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Yellow,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/slr-343.pdf,http://media.digikey.com/Photos/Rohm%20Photos/Radial%20LED%20Blue.jpg,SLR343BD2T3F-ND,SLR343BD2T3F,Rohm Semiconductor,LED 3.1MM 468NM BLUE TRANSPARENT,0,0,0.48146,0,2000,Bulk,SLR-343,Blue,470nm,-,1000mcd,3.2V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Blue,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/slr-343.pdf,http://media.digikey.com/Photos/Rohm%20Photos/Radial%20LED%20Blue.jpg,846-1137-ND,SLR343BC4T3F,Rohm Semiconductor,LED 3.1MM 468NM ULT BLU WTR CLR,0,0,0.52269,0,2000,Bulk,SLR-343,Blue,470nm,468nm,470mcd,3.2V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Blue,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/slr343.pdf,http://media.digikey.com/Photos/Rohm%20Photos/Radial%20LED%20Clear.jpg,SLR343WBD2PT2-ND,SLR343WBD2PT2,Rohm Semiconductor,LED 3MM WHITE CLEAR 40DEG,0,0,0.6773,0,2000,Bulk,SLR-343,White,-,-,3300mcd,3.2V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,#N/A,,,White,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/slr-343.pdf,http://media.digikey.com/Photos/Rohm%20Photos/Radial%20LED%20Blue.jpg,846-1121-1-ND,SLR343BCTT32,Rohm Semiconductor,LED 3.1MM 468NM BLUE TRANSPARENT,0,0,Call,0,1,Cut Tape (CT),SLR-343,Blue,470nm,-,600mcd,3.3V,20mA,40Â°,*,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Blue,LEDRD250W50D400H640_HS,4x6-TH-LED
-,-,SLR343WBD2PT1-ND,SLR343WBD2PT1,Rohm Semiconductor,LED OVAL WHITE INGAN TRANSP,0,0,0.7566,0,2000,Bulk,SLR343,White,-,-,3300mcd,3.2V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,#N/A,,,White,LEDRD250W50D400H640_HS,4x6-TH-LED
-,-,SLR343WBD2PT5-ND,SLR343WBD2PT5,Rohm Semiconductor,LED OVAL WHITE INGAN TRANSP,0,0,0.9035,0,2000,Bulk,SLR343,White,-,-,3300mcd,3.2V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,#N/A,,,White,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/SLR343%20Series%20v1.pdf,http://media.digikey.com/Photos/Rohm%20Photos/Radial%20LED%20Blue.jpg,511-1267-ND,SLR343BBT3F,Rohm Semiconductor,LED 3.1MM 468NM ULT BLU WTR CLR,0,0,Call,0,1,Bulk,SLR-343,Blue,-,468nm,350mcd,3.5V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Blue,LEDRD250W50D400H640_HS,4x6-TH-LED
http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/SLR343%20Series%20v1.pdf,"http://media.digikey.com/photos/Rohm%20Photos/SLA-360MT3F,SLA-360LT3F.jpg",511-1268-ND,SLR343EBT3F,Rohm Semiconductor,LED 3.1MM 523NM ULT GRN WTR CLR,0,0,Call,0,1,Bulk,SLR-343,Green,-,523nm,1500mcd,3.5V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,Green,LEDRD250W50D400H640_HS,4x6-TH-LED
http://rohmfs.rohm.com/en/products/databook/datasheet/opto/led/lamp_mono/slr343.pdf,http://media.digikey.com/Photos/Rohm%20Photos/Radial%20LED%20Clear.jpg,511-1637-1-ND,SLR343WBD2PT52,Rohm Semiconductor,LED 3MM WHITE CLEAR 40DEG,0,0,Call,0,1,Cut Tape (CT),SLR-343,"White, Cool",6900K,-,3300mcd,3.2V,20mA,40Â°,Clear,"Round with Domed Top, 3.1mm",Radial,-,5.40mm,Through Hole,Stock,,,"White, Cool",LEDRD250W50D400H640_HS,4x6-TH-LED
