"ï»¿""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,ESR (Equivalent Series Resistance),Type,Operating Temperature,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Stock,Query,Package,Device,Column5
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20SCS%20SERIES%2010.0H,6.0D.jpg",478-7374-1-ND,TAP226K025SRW,AVX Corporation,CAP TANT 22UF 25V 10% RADIAL,944,0,2.58,0,1,Cut Tape (CT),TAP,22ÂuF,Â±10%,25V,1.5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.276"" Dia (7.00mm)","0.413"" (10.50mm)","0.098"" (2.50mm)",H,General Purpose,,22ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20SCS%20SERIES%2010.0H,6.0D.jpg",478-8974-1-ND,TAP226K020SRW,AVX Corporation,CAP TANT 22UF 20V 10% RADIAL,990,0,2.07,0,1,Cut Tape (CT),TAP,22ÂuF,Â±10%,20V,1.8 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.276"" Dia (7.00mm)","0.413"" (10.50mm)","0.098"" (2.50mm)",H,General Purpose,,22ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20SCS%20SERIES%2010.0H,6.0D.jpg",478-8975-1-ND,TAP226M016SRW,AVX Corporation,CAP TANT 22UF 16V 20% RADIAL,2274,0,1.28,0,1,Cut Tape (CT),TAP,22ÂuF,Â±20%,16V,2 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.236"" Dia (6.00mm)","0.394"" (10.00mm)","0.098"" (2.50mm)",F,General Purpose,,22ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,http://media.digikey.com/Renders/AVX%20Renders/TAP106M016BRW.jpg,478-8973-1-ND,TAP226K016BRW,AVX Corporation,CAP TANT 22UF 16V 10% RADIAL,330,0,0.86,0,1,Cut Tape (CT),TAP,22ÂuF,Â±10%,16V,2 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.236"" Dia (6.00mm)","0.394"" (10.00mm)","0.197"" (5.00mm)",F,General Purpose,,22ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-7373-1-ND,TAP226K016CRW,AVX Corporation,CAP TANT 22UF 16V 10% RADIAL,337,0,1.27,0,1,Cut Tape (CT),TAP,22ÂuF,Â±10%,16V,2 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.236"" Dia (6.00mm)","0.453"" (11.50mm)","0.197"" (5.00mm)",F,General Purpose,,22ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20SCS%20SERIES%2010.0H,6.0D.jpg",478-7377-1-ND,TAP335K035SRW,AVX Corporation,CAP TANT 3.3UF 35V 10% RADIAL,3000,0,1.09,0,1,Cut Tape (CT),TAP,3.3ÂuF,Â±10%,35V,4 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.197"" Dia (5.00mm)","0.335"" (8.50mm)","0.098"" (2.50mm)",C,General Purpose,,3.3ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,http://media.digikey.com/Renders/AVX%20Renders/TAP106M016BRW.jpg,478-8978-1-ND,TAP335M025BRW,AVX Corporation,CAP TANT 3.3UF 25V 20% RADIAL,2430,0,1.02,0,1,Cut Tape (CT),TAP,3.3ÂuF,Â±20%,25V,5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.177"" Dia (4.50mm)","0.295"" (7.50mm)","0.197"" (5.00mm)",B,General Purpose,,3.3ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20SCS%20SERIES%2010.0H,6.0D.jpg",478-8977-1-ND,TAP335K025SRW,AVX Corporation,CAP TANT 3.3UF 25V 10% RADIAL,2450,0,1.03,0,1,Cut Tape (CT),TAP,3.3ÂuF,Â±10%,25V,5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.177"" Dia (4.50mm)","0.295"" (7.50mm)","0.098"" (2.50mm)",B,General Purpose,,3.3ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-7378-1-ND,TAP336K025CRW,AVX Corporation,CAP TANT 33UF 25V 10% RADIAL,843,0,3.29,0,1,Cut Tape (CT),TAP,33ÂuF,Â±10%,25V,1.2 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.315"" Dia (8.00mm)","0.512"" (13.00mm)","0.197"" (5.00mm)",J,General Purpose,,33ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8989-1-ND,TAP476K020CRW,AVX Corporation,CAP TANT 47UF 20V 10% RADIAL,726,0,3.28,0,1,Cut Tape (CT),TAP,47ÂuF,Â±10%,20V,1.2 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.335"" Dia (8.50mm)","0.551"" (14.00mm)","0.197"" (5.00mm)",K,General Purpose,,47ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-7369-1-ND,TAP107K020CRW,AVX Corporation,CAP TANT 100UF 20V 10% RADIAL,417,0,6.51,0,1,Cut Tape (CT),TAP,100ÂuF,Â±10%,20V,600 mOhm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.350"" Dia (8.90mm)","0.630"" (16.00mm)","0.197"" (5.00mm)",N,General Purpose,STOCK,100ÂuFSTOCK,,2012-0805_TANTALUM,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8964-1-ND,TAP107M020CRW,AVX Corporation,CAP TANT 100UF 20V 20% RADIAL,726,0,7.62,0,1,Cut Tape (CT),TAP,100ÂuF,Â±20%,20V,600 mOhm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.354"" Dia (9.00mm)","0.630"" (16.00mm)","0.197"" (5.00mm)",N,General Purpose,,100ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-7382-1-ND,TAP475K035CRW,AVX Corporation,CAP TANT 4.7UF 35V 10% RADIAL,1900,0,1.05,0,1,Cut Tape (CT),TAP,4.7ÂuF,Â±10%,35V,3 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.217"" Dia (5.50mm)","0.413"" (10.50mm)","0.197"" (5.00mm)",E,General Purpose,,4.7ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8986-1-ND,TAP475K035SRW,AVX Corporation,CAP TANT 4.7UF 35V 10% RADIAL,486,0,1.24,0,1,Cut Tape (CT),TAP,4.7ÂuF,Â±10%,35V,3 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.217"" Dia (5.50mm)","0.354"" (9.00mm)","0.098"" (2.50mm)",E,General Purpose,,4.7ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,http://media.digikey.com/Photos/AVX%20Photos/TAP%20Series%205mm.JPG,478-8985-1-ND,TAP475K025SRW,AVX Corporation,CAP TANT 4.7UF 25V 10% RADIAL,3518,0,1.04,0,1,Cut Tape (CT),TAP,4.7ÂuF,Â±10%,25V,4 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.197"" Dia (5.00mm)","0.335"" (8.50mm)","0.098"" (2.50mm)",C,General Purpose,,4.7ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20SCS%20SERIES%2010.0H,6.0D.jpg",478-7381-1-ND,TAP475K016SRW,AVX Corporation,CAP TANT 4.7UF 16V 10% RADIAL,1811,0,0.88,0,1,Cut Tape (CT),TAP,4.7ÂuF,Â±10%,16V,5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.177"" Dia (4.50mm)","0.295"" (7.50mm)","0.098"" (2.50mm)",B,General Purpose,,4.7ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8987-1-ND,TAP475M016CRS,AVX Corporation,CAP TANT 4.7UF 16V 20% RADIAL,2035,0,1.02,0,1,Cut Tape (CT),TAP,4.7ÂuF,Â±20%,16V,5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.177"" Dia (4.50mm)","0.354"" (9.00mm)","0.197"" (5.00mm)",B,General Purpose,,4.7ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8984-1-ND,TAP475K016CRW,AVX Corporation,CAP TANT 4.7UF 16V 10% RADIAL,640,0,1.03,0,1,Cut Tape (CT),TAP,4.7ÂuF,Â±10%,16V,5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.177"" Dia (4.50mm)","0.354"" (9.00mm)","0.197"" (5.00mm)",B,General Purpose,,4.7ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8966-1-ND,TAP157M016CRS,AVX Corporation,CAP TANT 150UF 16V 20% RADIAL,0,0,7.59,0,1,Cut Tape (CT),TAP,150ÂuF,Â±20%,16V,600 mOhm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.354"" Dia (9.00mm)","0.630"" (16.00mm)","0.197"" (5.00mm)",N,General Purpose,STOCK,150ÂuFSTOCK,,2012-0805_TANTALUM,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-7379-1-ND,TAP336K035CRW,AVX Corporation,CAP TANT 33UF 35V 10% RADIAL,762,0,4.77,0,1,Cut Tape (CT),TAP,33ÂuF,Â±10%,35V,1 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.354"" Dia (9.00mm)","0.571"" (14.50mm)","0.197"" (5.00mm)",M,General Purpose,,33ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8979-1-ND,TAP336M035CRW,AVX Corporation,CAP TANT 33UF 35V 20% RADIAL,999,0,5.12,0,1,Cut Tape (CT),TAP,33ÂuF,Â±20%,35V,1 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.354"" Dia (9.00mm)","0.571"" (14.50mm)","0.197"" (5.00mm)",M,General Purpose,,33ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8990-1-ND,TAP476K035CRW,AVX Corporation,CAP TANT 47UF 35V 10% RADIAL,974,0,7.66,0,1,Cut Tape (CT),TAP,47ÂuF,Â±10%,35V,800 mOhm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.354"" Dia (9.00mm)","0.630"" (16.00mm)","0.197"" (5.00mm)",N,General Purpose,,47ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-7384-1-ND,TAP476K025CRW,AVX Corporation,CAP TANT 47UF 25V 10% RADIAL,118,0,4.38,0,1,Cut Tape (CT),TAP,47ÂuF,Â±10%,25V,1 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.354"" Dia (9.00mm)","0.571"" (14.50mm)","0.197"" (5.00mm)",M,General Purpose,,47ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-7386-1-ND,TAP685K035CRW,AVX Corporation,CAP TANT 6.8UF 35V 10% RADIAL,2457,0,1.22,0,1,Cut Tape (CT),TAP,6.8ÂuF,Â±10%,35V,2.5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.236"" Dia (6.00mm)","0.453"" (11.50mm)","0.197"" (5.00mm)",F,General Purpose,,6.8ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20SCS%20SERIES%2010.0H,6.0D.jpg",478-8991-1-ND,TAP685K035SRW,AVX Corporation,CAP TANT 6.8UF 35V 10% RADIAL,1495,0,1.28,0,1,Cut Tape (CT),TAP,6.8ÂuF,Â±10%,35V,2.5 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.236"" Dia (6.00mm)","0.394"" (10.00mm)","0.098"" (2.50mm)",F,General Purpose,,6.8ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,http://media.digikey.com/Photos/AVX%20Photos/TAP%20Series%209mm.JPG,478-7385-1-ND,TAP685K025SRW,AVX Corporation,CAP TANT 6.8UF 25V 10% RADIAL,432,0,1.27,0,1,Cut Tape (CT),TAP,6.8ÂuF,Â±10%,25V,3.1 Ohm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.197"" Dia (5.00mm)","0.354"" (9.00mm)","0.098"" (2.50mm)",D,General Purpose,,6.8ÂuF,,,
http://www.avx.com/docs/Catalogs/tap.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAP%20CCS%20SERIES%2014.0H,8.5D.jpg",478-8992-1-ND,TAP686K025CRW,AVX Corporation,CAP TANT 68UF 25V 10% RADIAL,500,0,7.66,0,1,Cut Tape (CT),TAP,68ÂuF,Â±10%,25V,800 mOhm,Conformal Coated,-55Â°C ~ 125Â°C,Through Hole,Radial,"0.354"" Dia (9.00mm)","0.630"" (16.00mm)","0.197"" (5.00mm)",N,General Purpose,STOCK,68ÂuFSTOCK,,2012-0805_TANTALUM,
