Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Voltage - Zener (Nom) (Vz),Tolerance,Power - Max,Impedance (Max) (Zzt),Current - Reverse Leakage @ Vr,Voltage - Forward (Vf) (Max) @ If,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Target Voltage,Stock,Query,Package,Device
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5354BRLGOSCT-ND,1N5354BRLG,ON Semiconductor,DIODE ZENER 17V 5W AXIAL,15840,0,0.54,0,1,Cut Tape (CT),-,17V,å±5%,5W,2.5 Ohm,500nA @ 12.9V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,17V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5354BGOS-ND,1N5354BG,ON Semiconductor,DIODE ZENER 17V 5W AXIAL,1479,1000,0.53,0,1,Bulk,-,17V,å±5%,5W,2.5 Ohm,500nA @ 12.9V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,17V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5354BOS-ND,1N5354B,ON Semiconductor,DIODE ZENER 17V 5W AXIAL,0,0,Call,0,4000,Bulk,-,17V,å±5%,5W,2.5 Ohm,500nA @ 12.9V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,17V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5955BRLGOSCT-ND,1N5955BRLG,ON Semiconductor,DIODE ZENER 180V 3W AXIAL,4896,0,0.44,0,1,Cut Tape (CT),-,180V,å±5%,3W,900 Ohm,1åµA @ 136.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,180V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5386BGOS-ND,1N5386BG,ON Semiconductor,DIODE ZENER 180V 5W AXIAL,4062,6000,0.53,0,1,Bulk,-,180V,å±5%,5W,430 Ohm,500nA @ 137V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,180V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5386BRLGOSCT-ND,1N5386BRLG,ON Semiconductor,DIODE ZENER 180V 5W AXIAL,7228,0,0.54,0,1,Cut Tape (CT),-,180V,å±5%,5W,430 Ohm,500nA @ 137V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,180V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5386BOS-ND,1N5386B,ON Semiconductor,DIODE ZENER 180V 5W AXIAL,0,0,Call,0,4000,Bulk,-,180V,å±5%,5W,430 Ohm,500nA @ 137V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,180V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5955B-ND,1N5955B,ON Semiconductor,DIODE ZENER 180V 3W AXIAL,0,0,Call,0,6000,Bulk,-,180V,å±5%,3W,900 Ohm,1åµA @ 136.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,180V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5955BG-ND,1N5955BG,ON Semiconductor,DIODE ZENER 180V 3W AXIAL,0,0,Call,0,6000,Bulk,-,180V,å±5%,3W,900 Ohm,1åµA @ 136.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,180V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5931BRLGOSCT-ND,1N5931BRLG,ON Semiconductor,DIODE ZENER 18V 3W AXIAL,30733,0,0.41,0,1,Cut Tape (CT),-,18V,å±5%,3W,12 Ohm,1åµA @ 13.7V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5355BRLGOSCT-ND,1N5355BRLG,ON Semiconductor,DIODE ZENER 18V 5W AXIAL,14401,0,0.54,0,1,Cut Tape (CT),-,18V,å±5%,5W,2.5 Ohm,500nA @ 13.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5355BGOS-ND,1N5355BG,ON Semiconductor,DIODE ZENER 18V 5W AXIAL,2322,0,0.53,0,1,Bulk,-,18V,å±5%,5W,2.5 Ohm,500nA @ 13.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/3EZ6.2D5-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,3EZ18D5RLGOSCT-ND,3EZ18D5RLG,ON Semiconductor,DIODE ZENER 18V 3W AXIAL,0,0,Call,0,1,Cut Tape (CT),-,18V,å±5%,3W,6 Ohm,500nA @ 13.7V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5931B-ND,1N5931B,ON Semiconductor,DIODE ZENER 18V 3W AXIAL,0,0,Call,0,2000,Bulk,-,18V,å±5%,3W,12 Ohm,1åµA @ 13.7V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5931BGOS-ND,1N5931BG,ON Semiconductor,DIODE ZENER 18V 3W AXIAL,0,0,Call,0,6000,Bulk,-,18V,å±5%,3W,12 Ohm,1åµA @ 13.7V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5355BOS-ND,1N5355B,ON Semiconductor,DIODE ZENER 18V 5W AXIAL,0,0,Call,0,4000,Bulk,-,18V,å±5%,5W,2.5 Ohm,500nA @ 13.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/MZP4729A-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,MZP4746ARLGOSCT-ND,MZP4746ARLG,ON Semiconductor,DIODE ZENER 18V 1W AXIAL,0,0,Call,0,1,Cut Tape (CT),-,18V,å±5%,1W,20 Ohm,5åµA @ 13.7V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,18V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5387BRLGOSCT-ND,1N5387BRLG,ON Semiconductor,DIODE ZENER 190V 5W AXIAL,3709,4000,0.59,0,1,Cut Tape (CT),-,190V,å±5%,5W,450 Ohm,500nA @ 144V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,190V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5356BG-ND,1N5356BG,ON Semiconductor,DIODE ZENER 19V 5W AXIAL,0,0,Call,0,5000,Bulk,-,19V,å±5%,5W,3 Ohm,500nA @ 14.4V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,19V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5356BOS-ND,1N5356B,ON Semiconductor,DIODE ZENER 19V 5W AXIAL,0,0,Call,0,5000,Bulk,-,19V,å±5%,5W,3 Ohm,500nA @ 14.4V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,19V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5956BRLGOSCT-ND,1N5956BRLG,ON Semiconductor,DIODE ZENER 200V 3W AXIAL,16713,0,0.41,0,1,Cut Tape (CT),-,200V,å±5%,3W,1200 Ohm,1åµA @ 152V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,200V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5388BRLGOSCT-ND,1N5388BRLG,ON Semiconductor,DIODE ZENER 200V 5W AXIAL,20722,0,0.52,0,1,Cut Tape (CT),-,200V,å±5%,5W,480 Ohm,500nA @ 152V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,200V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5956BGOS-ND,1N5956BG,ON Semiconductor,DIODE ZENER 200V 3W AXIAL,3240,4000,0.39,0,1,Bulk,-,200V,å±5%,3W,1200 Ohm,1åµA @ 152V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,200V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5388BGOS-ND,1N5388BG,ON Semiconductor,DIODE ZENER 200V 5W AXIAL,2932,0,0.53,0,1,Bulk,-,200V,å±5%,5W,480 Ohm,500nA @ 152V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,200V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5388BRLOSCT-ND,1N5388BRL,ON Semiconductor,DIODE ZENER 200V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,200V,å±5%,5W,480 Ohm,500nA @ 152V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,200V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5956B-ND,1N5956B,ON Semiconductor,DIODE ZENER 200V 3W AXIAL,0,0,Call,0,6000,Bulk,-,200V,å±5%,3W,1200 Ohm,1åµA @ 152V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,200V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5388BOS-ND,1N5388B,ON Semiconductor,DIODE ZENER 200V 5W AXIAL,0,0,Call,0,4000,Bulk,-,200V,å±5%,5W,480 Ohm,500nA @ 152V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,200V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5357BRLGOSCT-ND,1N5357BRLG,ON Semiconductor,DIODE ZENER 20V 5W AXIAL,8645,0,0.54,0,1,Cut Tape (CT),-,20V,å±5%,5W,3 Ohm,500nA @ 15.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,20V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5357BGOS-ND,1N5357BG,ON Semiconductor,DIODE ZENER 20V 5W AXIAL,2524,0,0.53,0,1,Bulk,-,20V,å±5%,5W,3 Ohm,500nA @ 15.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,Stock,20VStock,DIOAD1660W102L890D370_HS,TH-T18
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5932BRLGOSCT-ND,1N5932BRLG,ON Semiconductor,DIODE ZENER 20V 3W AXIAL,2135,6000,0.5,0,1,Cut Tape (CT),-,20V,å±5%,3W,14 Ohm,1åµA @ 15.2V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,20V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5357BRLOSCT-ND,1N5357BRL,ON Semiconductor,DIODE ZENER 20V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,20V,å±5%,5W,3 Ohm,500nA @ 15.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,20V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5357BOS-ND,1N5357B,ON Semiconductor,DIODE ZENER 20V 5W AXIAL,0,0,Call,0,4000,Bulk,-,20V,å±5%,5W,3 Ohm,500nA @ 15.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,20V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5358BRLGOSCT-ND,1N5358BRLG,ON Semiconductor,DIODE ZENER 22V 5W AXIAL,20988,0,0.52,0,1,Cut Tape (CT),-,22V,å±5%,5W,3.5 Ohm,500nA @ 16.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,22V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5358BGOS-ND,1N5358BG,ON Semiconductor,DIODE ZENER 22V 5W AXIAL,7435,0,0.53,0,1,Bulk,-,22V,å±5%,5W,3.5 Ohm,500nA @ 16.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,22V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5358BOS-ND,1N5358B,ON Semiconductor,DIODE ZENER 22V 5W AXIAL,0,0,Call,0,4000,Bulk,-,22V,å±5%,5W,3.5 Ohm,500nA @ 16.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,22V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5934BRLGOSCT-ND,1N5934BRLG,ON Semiconductor,DIODE ZENER 24V 3W AXIAL,18600,0,0.44,0,1,Cut Tape (CT),-,24V,å±5%,3W,19 Ohm,1åµA @ 18.2V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5359BRLGOSCT-ND,1N5359BRLG,ON Semiconductor,DIODE ZENER 24V 5W AXIAL,12826,0,0.54,0,1,Cut Tape (CT),-,24V,å±5%,5W,3.5 Ohm,500nA @ 18.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5934BGOS-ND,1N5934BG,ON Semiconductor,DIODE ZENER 24V 3W AXIAL,17586,14000,0.39,0,1,Bulk,-,24V,å±5%,3W,19 Ohm,1åµA @ 18.2V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5359BGOS-ND,1N5359BG,ON Semiconductor,DIODE ZENER 24V 5W AXIAL,2823,0,0.53,0,1,Bulk,-,24V,å±5%,5W,3.5 Ohm,500nA @ 18.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5359BRLOSCT-ND,1N5359BRL,ON Semiconductor,DIODE ZENER 24V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,24V,å±5%,5W,3.5 Ohm,500nA @ 18.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5934B-ND,1N5934B,ON Semiconductor,DIODE ZENER 24V 3W AXIAL,0,0,Call,0,6000,Bulk,-,24V,å±5%,3W,19 Ohm,1åµA @ 18.2V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5359BOS-ND,1N5359B,ON Semiconductor,DIODE ZENER 24V 5W AXIAL,0,0,Call,0,4000,Bulk,-,24V,å±5%,5W,3.5 Ohm,500nA @ 18.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/MZP4729A-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,MZP4749ARLGOSCT-ND,MZP4749ARLG,ON Semiconductor,DIODE ZENER 24V 1W AXIAL,0,0,Call,0,1,Cut Tape (CT),-,24V,å±5%,1W,25 Ohm,5åµA @ 18.2V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/MZP4729A-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,MZP4749ATAGOSCT-ND,MZP4749ATAG,ON Semiconductor,DIODE ZENER 24V 1W AXIAL,0,0,Call,0,1,Cut Tape (CT),-,24V,å±5%,1W,25 Ohm,5åµA @ 18.2V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,24V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5360BRLGOSCT-ND,1N5360BRLG,ON Semiconductor,DIODE ZENER 25V 5W AXIAL,4100,4000,0.52,0,1,Cut Tape (CT),-,25V,å±5%,5W,4 Ohm,500nA @ 19V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,25V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5360BGOS-ND,1N5360BG,ON Semiconductor,DIODE ZENER 25V 5W AXIAL,5804,0,0.53,0,1,Bulk,-,25V,å±5%,5W,4 Ohm,500nA @ 19V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,25V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5360BOS-ND,1N5360B,ON Semiconductor,DIODE ZENER 25V 5W AXIAL,0,0,Call,0,4000,Bulk,-,25V,å±5%,5W,4 Ohm,500nA @ 19V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,25V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5361BRLGOSCT-ND,1N5361BRLG,ON Semiconductor,DIODE ZENER 27V 5W AXIAL,14187,0,0.54,0,1,Cut Tape (CT),-,27V,å±5%,5W,5 Ohm,500nA @ 20.6V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,27V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5361BGOS-ND,1N5361BG,ON Semiconductor,DIODE ZENER 27V 5W AXIAL,5492,0,0.53,0,1,Bulk,-,27V,å±5%,5W,5 Ohm,500nA @ 20.6V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,27V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5935BRLGOSCT-ND,1N5935BRLG,ON Semiconductor,DIODE ZENER 27V 3W AXIAL,6882,18000,0.53,0,1,Cut Tape (CT),-,27V,å±5%,3W,23 Ohm,1åµA @ 20.6V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,27V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5361BRLOSCT-ND,1N5361BRL,ON Semiconductor,DIODE ZENER 27V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,27V,å±5%,5W,5 Ohm,500nA @ 20.6V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,27V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5935B-ND,1N5935B,ON Semiconductor,DIODE ZENER 27V 3W AXIAL,0,0,Call,0,6000,Bulk,-,27V,å±5%,3W,23 Ohm,1åµA @ 20.6V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,27V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5935BG-ND,1N5935BG,ON Semiconductor,DIODE ZENER 27V 3W AXIAL,0,0,Call,0,6000,Bulk,-,27V,å±5%,3W,23 Ohm,1åµA @ 20.6V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,27V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5361BOS-ND,1N5361B,ON Semiconductor,DIODE ZENER 27V 5W AXIAL,0,0,Call,0,4000,Bulk,-,27V,å±5%,5W,5 Ohm,500nA @ 20.6V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,27V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5362BRLGOSCT-ND,1N5362BRLG,ON Semiconductor,DIODE ZENER 28V 5W AXIAL,5946,0,0.54,0,1,Cut Tape (CT),-,28V,å±5%,5W,6 Ohm,500nA @ 21.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,28V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5362BGOS-ND,1N5362BG,ON Semiconductor,DIODE ZENER 28V 5W AXIAL,2210,17000,0.53,0,1,Bulk,-,28V,å±5%,5W,6 Ohm,500nA @ 21.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,28V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5362BRLOSCT-ND,1N5362BRL,ON Semiconductor,DIODE ZENER 28V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,28V,å±5%,5W,6 Ohm,500nA @ 21.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,28V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5362BOS-ND,1N5362B,ON Semiconductor,DIODE ZENER 28V 5W AXIAL,0,0,Call,0,4000,Bulk,-,28V,å±5%,5W,6 Ohm,500nA @ 21.2V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,28V,,
