Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Core Processor,Core Size,Speed,Connectivity,Peripherals,Number of I/O,Program Memory Size,Program Memory Type,EEPROM Size,RAM Size,Voltage - Supply (Vcc/Vdd),Data Converters,Oscillator Type,Operating Temperature,Package / Case,Supplier Device Package,Stock,Package,Device
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25V-10SSU-ND,ATTINY25V-10SSU,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,6469,0,2.45,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,10MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,1.8 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,SOIC127P600X175-8L86_HS,SMD-SOIC8-JEDEC
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25V-10SSH-ND,ATTINY25V-10SSH,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,971,0,2.45,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,10MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,1.8 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,SOIC127P600X175-8L86_HS,SMD-SOIC8-JEDEC
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25V-10SU-ND,ATTINY25V-10SU,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,7225,0,2.45,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,10MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,1.8 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25V-10SH-ND,ATTINY25V-10SH,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,1072,0,2.45,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,10MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,1.8 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,ATTINY85-20PU-ND,ATTINY85-20PU,Atmel,IC MCU 8BIT 8KB FLASH 8DIP,15871,0,1.67,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,8KB (4K x 16),FLASH,512 x 8,512 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-DIP (0.300"", 7.62mm)",8-PDIP,Stock,DIP762W26P254L990H368Q8_HS,TH-DIP8
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY85-20SURCT-ND,ATTINY85-20SUR,Atmel,IC MCU 8BIT 8KB FLASH 8SOIC,8367,0,1.62,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,8KB (4K x 16),FLASH,512 x 8,512 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,Stock,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY85-20SHRCT-ND,ATTINY85-20SHR,Atmel,IC MCU 8BIT 8KB FLASH 8SOIC,4864,0,1.62,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,8KB (4K x 16),FLASH,512 x 8,512 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SSNRCT-ND,ATTINY25-20SSNR,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,4756,0,1.55,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 105¡C,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,SOIC127P600X175-8L86_HS,SMD-SOIC8-JEDEC
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SNRCT-ND,ATTINY25-20SNR,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,7739,0,1.55,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 105¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,ATTINY25-20PU-ND,ATTINY25-20PU,Atmel,IC MCU 8BIT 2KB FLASH 8DIP,33586,0,1.54,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-DIP (0.300"", 7.62mm)",8-PDIP,,DIP762W26P254L990H368Q8_HS,TH-DIP8
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY85-20SU-ND,ATTINY85-20SU,Atmel,IC MCU 8BIT 8KB FLASH 8SOIC,59007,0,1.53,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,8KB (4K x 16),FLASH,512 x 8,512 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY85-20SH-ND,ATTINY85-20SH,Atmel,IC MCU 8BIT 8KB FLASH 8SOIC,1421,0,1.53,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,8KB (4K x 16),FLASH,512 x 8,512 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY45-20SU-ND,ATTINY45-20SU,Atmel,IC MCU 8BIT 4KB FLASH 8SOIC,29843,0,1.51,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,4KB (2K x 16),FLASH,256 x 8,256 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY45-20SH-ND,ATTINY45-20SH,Atmel,IC MCU 8BIT 4KB FLASH 8SOIC,2771,0,1.51,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,4KB (2K x 16),FLASH,256 x 8,256 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,ATTINY45-20PU-ND,ATTINY45-20PU,Atmel,IC MCU 8BIT 4KB FLASH 8DIP,2811,0,1.48,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,4KB (2K x 16),FLASH,256 x 8,256 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-DIP (0.300"", 7.62mm)",8-PDIP,,DIP762W26P254L990H368Q8_HS,TH-DIP8
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SSURCT-ND,ATTINY25-20SSUR,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,18724,0,1.48,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,SOIC127P600X175-8L86_HS,SMD-SOIC8-JEDEC
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SSHRCT-ND,ATTINY25-20SSHR,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,3523,0,1.48,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,SOIC127P600X175-8L86_HS,SMD-SOIC8-JEDEC
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SURCT-ND,ATTINY25-20SUR,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,55219,0,1.48,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SHRCT-ND,ATTINY25-20SHR,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,4000,0,1.48,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SN-ND,ATTINY25-20SN,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,2623,0,1.46,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 105¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY45-20SURCT-ND,ATTINY45-20SUR,Atmel,IC MCU 8BIT 4KB FLASH 8SOIC,19259,0,1.42,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,4KB (2K x 16),FLASH,256 x 8,256 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY45-20SHRCT-ND,ATTINY45-20SHR,Atmel,IC MCU 8BIT 4KB FLASH 8SOIC,1228,0,1.42,0,1,Cut Tape (CT),AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,4KB (2K x 16),FLASH,256 x 8,256 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SSU-ND,ATTINY25-20SSU,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,6356,0,1.39,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,SOIC127P600X175-8L86_HS,SMD-SOIC8-JEDEC
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SSH-ND,ATTINY25-20SSH,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,5235,0,1.39,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,SOIC127P600X175-8L86_HS,SMD-SOIC8-JEDEC
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SU-ND,ATTINY25-20SU,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,11749,0,1.39,0,1,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
http://www.atmel.com/Images/Atmel-2586-AVR-8-bit-Microcontroller-ATtiny25-ATtiny45-ATtiny85_Datasheet-Summary.pdf,http://media.digikey.com/Renders/Atmel Renders/8-SOIC.jpg,ATTINY25-20SH-ND,ATTINY25-20SH,Atmel,IC MCU 8BIT 2KB FLASH 8SOIC,1745,0,0.5544,0,2280,Tube,AVR¨ ATtiny,AVR,8-Bit,20MHz,USI,"Brown-out Detect/Reset, POR, PWM, WDT",6,2KB (1K x 16),FLASH,128 x 8,128 x 8,2.7 V ~ 5.5 V,A/D 4x10b,Internal,-40¡C ~ 85¡C,"8-SOIC (0.209"", 5.30mm Width)",8-SOIC,,SOIC127P798X216-8L34_HS,SMD-SOIC8-EIAJ
