Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Regulator Topology,Voltage - Output,Current - Output,Voltage - Dropout (Typical),Number of Regulators,Voltage - Input,Current - Limit (Min),Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Stock,Query,Package,Device
http://www.ti.com/lit/ds/symlink/lm1085.pdf,http://media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3.jpg,LM1085IT-ADJ/NOPB-ND,LM1085IT-ADJ/NOPB,Texas Instruments,IC REG LDO ADJ 3A TO220-3,1098,9990,2.12,0,1,Tube,-,Positive Adjustable,1.2 V ~ 15 V,3A,1.3V @ 3A,1,2.6 V ~ 29 V,3.2A,-40¡C ~ 125¡C,Through Hole,TO-220-3,TO-220-3,,,TO254P1550X1054X470-3_HS,
http://www.ti.com/lit/ds/symlink/tps75925.pdf,http://media.digikey.com/renders/Texas%20Instr%20Renders/TO-220-5%20(Straight%20Leads)_4040208^C.jpg,296-12369-5-ND,TPS75901KC,Texas Instruments,IC REG LDO ADJ 7.5A TO220-5,106,0,6.55,0,1,Tube,-,Positive Adjustable,1.22 V ~ 5 V,7.5A,0.4V @ 7.5A,1,2.8 V ~ 5.5 V,8A,-40¡C ~ 125¡C,Through Hole,TO-220-5,TO-220-5,,,TO170P1651X1067X483-5_HS,
http://www.ti.com/lit/ds/symlink/tps75925.pdf,http://media.digikey.com/renders/Texas%20Instr%20Renders/TO-220-5%20(Straight%20Leads)_4040208^C.jpg,296-12369-5-ND,TPS75901KC,Texas Instruments,IC REG LDO ADJ 7.5A TO220-5,306,1100,6.55,0,1,Tube,-,Positive Adjustable,1.22 V ~ 5 V,7.5A,0.4V @ 7.5A,1,2.8 V ~ 5.5 V,8A,-40¡C ~ 125¡C,Through Hole,TO-220-5,TO-220-5,,,TO170P1651X1067X483-5_HS,
http://www.micrel.com/_PDF/mic2950.pdf,http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,576-1150-ND,MIC2951-03YN,Micrel Inc,IC REG LDO 5V/ADJ 0.15A 8DIP,897,0,1.44,0,1,Tube,-,Positive Fixed or Adjustable,"5V, 1.24 V ~ 29 V",150mA,0.3V @ 150mA,1,2 V ~ 30 V,-,-40¡C ~ 125¡C,Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,Stock,,DIP62W26P254L990H368Q8_HS,TH-DIP8
http://www.analog.com/media/en/technical-documentation/data-sheets/ADP667.pdf,http://media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,ADP667ANZ-ND,ADP667ANZ,Analog Devices Inc,IC REG LDO 5V/ADJ 0.25A 8DIP,122,400,4.76,0,1,Tube,-,Positive Fixed or Adjustable,"5V, 1.3 V ~ 16 V",250mA,0.15V @ 200mA,1,3.5 V ~ 16.5 V,-,-40¡C ~ 85¡C,Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,DIP762W26P254L990H368Q8_HS,
