"•ÈÀ""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,ESR (Equivalent Series Resistance),Type,Operating Temperature,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Stock,Query,Package,Column4,Column5
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1696-1-ND,TAJB686K006RNJ,AVX Corporation,CAP TANT 68UF 6.3V 10% 1210,60805,0,0.94,0,1,Cut Tape (CT),TAJ,68åuF,å±10%,6.3V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,STOCK,68åuFSTOCK,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-4188-1-ND,TACR226K006XTA,AVX Corporation,CAP TANT 22UF 6.3V 10% 0805,3150,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,22åuF,å±10%,6.3V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1681-1-ND,TAJB226K006RNJ,AVX Corporation,CAP TANT 22UF 6.3V 10% 1210,6864,0,0.75,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,6.3V,2.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5798-1-ND,TAJA226M010RNJ,AVX Corporation,CAP TANT 22UF 10V 20% 1206,26010,0,0.69,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,10V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3898-1-ND,TAJC226K006RNJ,AVX Corporation,CAP TANT 22UF 6.3V 10% 2312,13824,0,0.61,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,6.3V,2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/Photos/AVX%20Photos/TAJ,%20TBJ,%20TPM,%20TPS%20Series%202924-Size-Code-V,%203.75m.jpg",478-5811-1-ND,TAJV226K050RNJ,AVX Corporation,CAP TANT 22UF 50V 10% 2924,8306,0,5.09,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,50V,600 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2924 (7361 Metric),"0.287"" L x 0.240"" W (7.30mm x 6.10mm)","0.148"" (3.75mm)",-,V,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,http://media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,478-3270-1-ND,TAJP226K004RNJ,AVX Corporation,CAP TANT 22UF 4V 10% 0805,0,0,Call,0,1,Cut Tape (CT),TAJ,22åµF,å±10%,4V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.053"" W (2.05mm x 1.35mm)","0.059"" (1.50mm)",-,P,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1730-1-ND,TAJD226K035RNJ,AVX Corporation,CAP TANT 22UF 35V 10% 2917,6583,0,2.17,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,35V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3926-1-ND,TAJD226M025RNJ,AVX Corporation,CAP TANT 22UF 25V 20% 2917,5668,0,1.75,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,25V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1747-1-ND,TAJE226K035RNJ,AVX Corporation,CAP TANT 22UF 35V 10% 2917,3339,0,4.35,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,35V,500 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%201.6L,0.85W.jpg",478-2550-1-ND,TACL226M004XTA,AVX Corporation,CAP TANT 22UF 4V 20% 0603,2830,0,2.67,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,22åuF,å±20%,4V,7.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0603 (1608 Metric),"0.063"" L x 0.033"" W (1.60mm x 0.85mm)","0.039"" (1.00mm)",-,L,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-3117-1-ND,TACR226M010XTA,AVX Corporation,CAP TANT 22UF 10V 20% 0805,11675,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,22åuF,å±20%,10V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,22åuF,,,
http://www.avx.com/docs/catalogs/taclp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-3258-1-ND,TACH226M006XTA,AVX Corporation,CAP TANT 22UF 6.3V 20% 0805,7477,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,22åuF,å±20%,6.3V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.039"" (1.00mm)",-,H,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-7543-1-ND,TAJE226K035HNJ,AVX Corporation,CAP TANT 22UF 35V 10% 2917,0,0,Call,0,1,Cut Tape (CT),TAJ,22åµF,å±10%,35V,500 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1712-1-ND,TAJC226K025RNJ,AVX Corporation,CAP TANT 22UF 25V 10% 2312,9397,0,1.47,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,25V,1.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1729-1-ND,TAJD226K025RNJ,AVX Corporation,CAP TANT 22UF 25V 10% 2917,11406,0,1.75,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,25V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3028-1-ND,TAJA226M006RNJ,AVX Corporation,CAP TANT 22UF 6.3V 20% 1206,9820,0,0.71,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,6.3V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-8942-1-ND,TAJY226K025RNJ,AVX Corporation,CAP TANT 22UF 25V 10% 2917,1000,0,2.46,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,25V,800 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,Y,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1684-1-ND,TAJB226M016RNJ,AVX Corporation,CAP TANT 22UF 16V 20% 1210,75652,0,0.77,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,16V,2.3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1683-1-ND,TAJB226K020RNJ,AVX Corporation,CAP TANT 22UF 20V 10% 1210,537590,0,0.88,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,20V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3040-1-ND,TAJB226M010RNJ,AVX Corporation,CAP TANT 22UF 10V 20% 1210,1616638,0,0.84,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,10V,2.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3901-1-ND,TAJC226M016RNJ,AVX Corporation,CAP TANT 22UF 16V 20% 2312,4581,0,0.67,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,16V,1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3883-1-ND,TAJB226M020RNJ,AVX Corporation,CAP TANT 22UF 20V 20% 1210,8226,0,0.88,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,20V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3923-1-ND,TAJD226K020RNJ,AVX Corporation,CAP TANT 22UF 20V 10% 2917,1925,0,0.83,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,20V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1711-1-ND,TAJC226K020RNJ,AVX Corporation,CAP TANT 22UF 20V 10% 2312,40300,0,1.13,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,20V,1.6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-8910-1-ND,TAJD226K020SNJ,AVX Corporation,CAP TANT 22UF 20V 10% 2917,1693,0,0.8,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,20V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1682-1-ND,TAJB226K016RNJ,AVX Corporation,CAP TANT 22UF 16V 10% 1210,71803,0,0.56,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,16V,2.3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3902-1-ND,TAJC226M020RNJ,AVX Corporation,CAP TANT 22UF 20V 20% 2312,6601,0,1.13,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,20V,1.6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3924-1-ND,TAJD226M016RNJ,AVX Corporation,CAP TANT 22UF 16V 20% 2917,1645,0,1.57,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,16V,1.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3927-1-ND,TAJD226M035RNJ,AVX Corporation,CAP TANT 22UF 35V 20% 2917,12212,0,2.3,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,35V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3899-1-ND,TAJC226K016RNJ,AVX Corporation,CAP TANT 22UF 16V 10% 2312,15303,0,0.67,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,16V,1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ%20SERIES%202.05L,1.3W.jpg",478-3055-1-ND,TAJR226M004RNJ,AVX Corporation,CAP TANT 22UF 4V 20% 0805,5516,0,0.99,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,4V,3.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.047"" (1.20mm)",-,R,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3900-1-ND,TAJC226M010RNJ,AVX Corporation,CAP TANT 22UF 10V 20% 2312,4730,0,0.99,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,10V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-5807-1-ND,TAJC226M025RNJ,AVX Corporation,CAP TANT 22UF 25V 20% 2312,9409,0,1.55,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,25V,1.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3925-1-ND,TAJD226M020RNJ,AVX Corporation,CAP TANT 22UF 20V 20% 2917,5330,0,1.64,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,20V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3950-1-ND,TAJE226M035RNJ,AVX Corporation,CAP TANT 22UF 35V 20% 2917,1484,0,3.49,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,35V,500 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-3969-1-ND,TAJT226M006RNJ,AVX Corporation,CAP TANT 22UF 6.3V 20% 1210,8320,0,1.37,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,6.3V,2.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-8888-1-ND,TAJB226M006RNJ,AVX Corporation,CAP TANT 22UF 6.3V 20% 1210,1995,0,0.75,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,6.3V,-,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-2562-1-ND,TACR226M006XTA,AVX Corporation,CAP TANT 22UF 6.3V 20% 0805,1238,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,22åuF,å±20%,6.3V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-8911-1-ND,TAJD226M016SNJ,AVX Corporation,CAP TANT 22UF 16V 20% 2917,5000,0,1.57,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,16V,1.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,http://media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,478-8925-1-ND,TAJP226M006RNJ,AVX Corporation,CAP TANT 22UF 6.3V 20% 0805,2369,0,0.8,0,1,Cut Tape (CT),TAJ,22åuF,å±20%,6.3V,3.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.053"" W (2.05mm x 1.35mm)","0.059"" (1.50mm)",-,P,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-7535-1-ND,TAJC226M010SNJ,AVX Corporation,CAP TANT 22UF 10V 20% 2312,2995,0,0.99,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,10V,-,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.102"" (2.60mm)",-,C,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3922-1-ND,TAJD226K016RNJ,AVX Corporation,CAP TANT 22UF 16V 10% 2917,3069,0,0.74,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,16V,1.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-7534-1-ND,TAJC226K016SBP,AVX Corporation,CAP TANT 22UF 16V 10% 2312,2750,0,1.02,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,16V,1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.102"" (2.60mm)",-,C,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-8943-1-ND,TAJY226M025RNJ,AVX Corporation,CAP TANT 22UF 25V 20% 2917,1990,0,2.41,0,1,Cut Tape (CT),TAJ,22åµF,å±20%,25V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,Y,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1663-1-ND,TAJA226K010RNJ,AVX Corporation,CAP TANT 22UF 10V 10% 1206,56083,0,0.35,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,10V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3039-1-ND,TAJB226K010RNJ,AVX Corporation,CAP TANT 22UF 10V 10% 1210,61875,0,0.77,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,10V,2.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,22åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-2560-1-ND,TACR226M004XTA,AVX Corporation,CAP TANT 22UF 4V 20% 0805,0,0,Call,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,22åµF,å±20%,4V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,22åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3856-1-ND,TAJC226K010RNJ,AVX Corporation,CAP TANT 22UF 10V 10% 2312,7975,0,0.74,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,10V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,22åuF,,,
