"•ÈÀ""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,ESR (Equivalent Series Resistance),Type,Operating Temperature,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Stock,Query,Package,Column4,Column5
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-7537-1-ND,TAJD107K010RLFV,AVX Corporation,CAP TANT 100UF 10V 10% 2917,0,0,Call,0,1,Cut Tape (CT),TAJ,100åµF,å±10%,10V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,100åµF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-3256-1-ND,TACR107M003XTA,AVX Corporation,CAP TANT 100UF 3V 20% 0805,0,0,Call,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,100åµF,å±20%,3V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,100åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3874-1-ND,TAJB106M006RNJ,AVX Corporation,CAP TANT 10UF 6.3V 20% 1210,146501,0,0.43,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,6.3V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3865-1-ND,TAJA226K006RNJ,AVX Corporation,CAP TANT 22UF 6.3V 10% 1206,1186210,0,0.34,0,1,Cut Tape (CT),TAJ,22åuF,å±10%,6.3V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,STOCK,22åuFSTOCK,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ%20SERIES%202.05L,1.3W.jpg",478-3273-1-ND,TAJR106K006RNJ,AVX Corporation,CAP TANT 10UF 6.3V 10% 0805,8565,0,1.11,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,6.3V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.047"" (1.20mm)",-,R,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3859-1-ND,TAJA106M016RNJ,AVX Corporation,CAP TANT 10UF 16V 20% 1206,50317,0,0.57,0,1,Cut Tape (CT),TAJ,10åµF,å±20%,16V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1657-1-ND,TAJA106M010RNJ,AVX Corporation,CAP TANT 10UF 10V 20% 1206,28296,0,0.6,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,10V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3873-1-ND,TAJB106K006RNJ,AVX Corporation,CAP TANT 10UF 6.3V 10% 1210,11699,0,0.43,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,6.3V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,http://media.digikey.com/Photos/AVX%20Photos/TAJS106K006RNJ.JPG,478-3965-1-ND,TAJS106K006RNJ,AVX Corporation,CAP TANT 10UF 6.3V 10% 1206,12366,0,0.6,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,6.3V,4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.047"" (1.20mm)",-,S,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3876-1-ND,TAJB106M020RNJ,AVX Corporation,CAP TANT 10UF 20V 20% 1210,28004,0,0.7,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,20V,2.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-4185-1-ND,TACR106K006XTA,AVX Corporation,CAP TANT 10UF 6.3V 10% 0805,823,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,10åuF,å±10%,6.3V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1675-1-ND,TAJB106M016RNJ,AVX Corporation,CAP TANT 10UF 16V 20% 1210,20940,0,0.75,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,16V,2.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-2380-1-ND,TAJD106K050RNJ,AVX Corporation,CAP TANT 10UF 50V 10% 2917,7735,0,3.78,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,50V,800 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3291-1-ND,TAJE106K050RNJ,AVX Corporation,CAP TANT 10UF 50V 10% 2917,4310,0,6.68,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,50V,1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1701-1-ND,TAJC106K035RNJ,AVX Corporation,CAP TANT 10UF 35V 10% 2312,20661,0,1.4,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,35V,1.6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1722-1-ND,TAJD106K035RNJ,AVX Corporation,CAP TANT 10UF 35V 10% 2917,22873,0,1.41,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,35V,1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-5257-1-ND,TAJB106K025RNJ,AVX Corporation,CAP TANT 10UF 25V 10% 1210,65381,0,0.86,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,25V,2.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,http://media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,478-3281-1-ND,TAJP106M010RNJ,AVX Corporation,CAP TANT 10UF 10V 20% 0805,22549,0,1.19,0,1,Cut Tape (CT),TAJ,10åµF,å±20%,10V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.053"" W (2.05mm x 1.35mm)","0.059"" (1.50mm)",-,P,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1700-1-ND,TAJC106K025RNJ,AVX Corporation,CAP TANT 10UF 25V 10% 2312,28971,0,1,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,25V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3916-1-ND,TAJD106M035RNJ,AVX Corporation,CAP TANT 10UF 35V 20% 2917,172388,0,1.41,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,35V,1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3354-1-ND,TAJD106K025RNJ,AVX Corporation,CAP TANT 10UF 25V 10% 2917,9930,0,1.5,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,25V,1.2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,http://media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-3289-1-ND,TAJW106K025RNJ,AVX Corporation,CAP TANT 10UF 25V 10% 2312,2732,0,2.03,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,25V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.059"" (1.50mm)",-,W,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%201.6L,0.85W.jpg",478-6230-1-ND,TACL106M010RTA,AVX Corporation,CAP TANT 10UF 10V 20% 0603,3461,0,2.24,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,10åµF,å±20%,10V,7.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0603 (1608 Metric),"0.063"" L x 0.033"" W (1.60mm x 0.85mm)","0.039"" (1.00mm)",-,L,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-5226-1-ND,TACR106M010RTA,AVX Corporation,CAP TANT 10UF 10V 20% 0805,8134,0,2.79,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,10åµF,å±20%,10V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%201.6L,0.85W.jpg",478-3263-1-ND,TACL106M010XTA,AVX Corporation,CAP TANT 10UF 10V 20% 0603,15840,0,2.67,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,10åuF,å±20%,10V,7.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0603 (1608 Metric),"0.063"" L x 0.033"" W (1.60mm x 0.85mm)","0.039"" (1.00mm)",-,L,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-7533-1-ND,TAJC106K025SNJ,AVX Corporation,CAP TANT 10UF 25V 10% 2312,1465,0,1.02,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,25V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.102"" (2.60mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-2565-1-ND,TACR106M016XTA,AVX Corporation,CAP TANT 10UF 16V 20% 0805,9038,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,10åuF,å±20%,16V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%201.6L,0.85W.jpg",478-2553-1-ND,TACL106M006XTA,AVX Corporation,CAP TANT 10UF 6.3V 20% 0603,5618,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,10åuF,å±20%,6.3V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0603 (1608 Metric),"0.063"" L x 0.033"" W (1.60mm x 0.85mm)","0.039"" (1.00mm)",-,L,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1674-1-ND,TAJB106K020RNJ,AVX Corporation,CAP TANT 10UF 20V 10% 1210,65296,0,0.7,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,20V,2.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1699-1-ND,TAJC106K020RNJ,AVX Corporation,CAP TANT 10UF 20V 10% 2312,12152,0,0.66,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,20V,1.2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1655-1-ND,TAJA106K016RNJ,AVX Corporation,CAP TANT 10UF 16V 10% 1206,143268,0,0.52,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-1656-1-ND,TAJA106M006RNJ,AVX Corporation,CAP TANT 10UF 6.3V 20% 1206,10062,0,0.53,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,6.3V,4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3875-1-ND,TAJB106M010RNJ,AVX Corporation,CAP TANT 10UF 10V 20% 1210,11573,0,0.7,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,10V,2.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1702-1-ND,TAJC106M016RNJ,AVX Corporation,CAP TANT 10UF 16V 20% 2312,11513,0,0.62,0,1,Cut Tape (CT),TAJ,10åµF,å±20%,16V,2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1673-1-ND,TAJB106K016RNJ,AVX Corporation,CAP TANT 10UF 16V 10% 1210,158255,0,0.77,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,2.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1698-1-ND,TAJC106K016RNJ,AVX Corporation,CAP TANT 10UF 16V 10% 2312,18645,0,0.98,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3895-1-ND,TAJC106M020RNJ,AVX Corporation,CAP TANT 10UF 20V 20% 2312,4396,0,0.66,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,20V,1.2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8875-1-ND,TAJA106K016SNJ,AVX Corporation,CAP TANT 10UF 16V 10% 1206,14554,0,0.52,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3896-1-ND,TAJC106M025RNJ,AVX Corporation,CAP TANT 10UF 25V 20% 2312,5175,0,1,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,25V,1.8 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ%20SERIES%202.05L,1.3W.jpg",478-8929-1-ND,TAJR106M010RNJ,AVX Corporation,CAP TANT 10UF 10V 20% 0805,4850,0,1.22,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,10V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.047"" (1.20mm)",-,R,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-4973-1-ND,TAJC106M035RNJ,AVX Corporation,CAP TANT 10UF 35V 20% 2312,4534,0,1.14,0,1,Cut Tape (CT),TAJ,10åµF,å±20%,35V,1.6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ%20SERIES%202.05L,1.3W.jpg",478-3051-1-ND,TAJR106M006RNJ,AVX Corporation,CAP TANT 10UF 6.3V 20% 0805,2459,0,0.41,0,1,Cut Tape (CT),TAJ,10åµF,å±20%,6.3V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.047"" (1.20mm)",-,R,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3915-1-ND,TAJD106M025RNJ,AVX Corporation,CAP TANT 10UF 25V 20% 2917,4768,0,1.5,0,1,Cut Tape (CT),TAJ,10åuF,å±20%,25V,1.2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ,TCJ,TPS%20SERIES%203.5L,2.8W.jpg",478-3968-1-ND,TAJT106K016RNJ,AVX Corporation,CAP TANT 10UF 16V 10% 1210,3540,0,1.4,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,2.2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.047"" (1.20mm)",-,T,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,http://media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-8935-1-ND,TAJW106K016RNJ,AVX Corporation,CAP TANT 10UF 16V 10% 2312,3000,0,1.32,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.059"" (1.50mm)",-,W,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-2561-1-ND,TACR106M006XTA,AVX Corporation,CAP TANT 10UF 6.3V 20% 0805,2753,0,2.26,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,10åµF,å±20%,6.3V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3944-1-ND,TAJE106M050RNJ,AVX Corporation,CAP TANT 10UF 50V 20% 2917,7479,0,6.34,0,1,Cut Tape (CT),TAJ,10åµF,å±20%,50V,1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,10åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-7531-1-ND,TAJC106K016PNJ,AVX Corporation,CAP TANT 10UF 16V 10% 2312,2760,0,0.98,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.102"" (2.60mm)",-,C,General Purpose,,10åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-7532-1-ND,TAJC106K016SNJ,AVX Corporation,CAP TANT 10UF 16V 10% 2312,2730,0,0.98,0,1,Cut Tape (CT),TAJ,10åuF,å±10%,16V,2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.102"" (2.60mm)",-,C,General Purpose,,10åuF,,,
