"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1371-1-ND,08055C102KAT2A,AVX Corporation,CAP CER 1000PF 50V 10% X7R 0805,144659,0,0.1,0,1,Cut Tape (CT),-,1000pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3351-1-ND,08055C104MAT2A,AVX Corporation,CAP CER 0.1UF 50V 20% X7R 0805,231589,0,0.1,0,1,Cut Tape (CT),-,0.1uF,¶ñ20%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1387-1-ND,08055C223KAT2A,AVX Corporation,CAP CER 0.022UF 50V 10% X7R 0805,81347,0,0.12,0,1,Cut Tape (CT),-,0.022uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1373-1-ND,08055C152KAT2A,AVX Corporation,CAP CER 1500PF 50V 10% X7R 0805,45538,0,0.12,0,1,Cut Tape (CT),-,1500pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1308-1-ND,08055A220JAT2A,AVX Corporation,CAP CER 22PF 50V 5% NP0 0805,135926,0,0.11,0,1,Cut Tape (CT),-,22pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1304-1-ND,08055A100JAT2A,AVX Corporation,CAP CER 10PF 50V 5% NP0 0805,31754,0,0.11,0,1,Cut Tape (CT),-,10pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1389-1-ND,08055C333KAT2A,AVX Corporation,CAP CER 0.033UF 50V 10% X7R 0805,38523,0,0.11,0,1,Cut Tape (CT),-,0.033uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1324-1-ND,08055A471JAT2A,AVX Corporation,CAP CER 470PF 50V 5% NP0 0805,245681,0,0.12,0,1,Cut Tape (CT),-,470pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cy5v.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1421-1-ND,08055G104ZAT2A,AVX Corporation,CAP CER 0.1UF 50V Y5V 0805,53221,0,0.12,0,1,Cut Tape (CT),-,0.1uF,"-20%, +80%",50V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.028"" (0.71mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1318-1-ND,08055A151JAT2A,AVX Corporation,CAP CER 150PF 50V 5% NP0 0805,48299,0,0.12,0,1,Cut Tape (CT),-,150pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5017-1-ND,08051A270JAT2A,AVX Corporation,CAP CER 27PF 100V 5% NP0 0805,37706,0,0.12,0,1,Cut Tape (CT),-,27pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1310-1-ND,08055A330JAT2A,AVX Corporation,CAP CER 33PF 50V 5% NP0 0805,34080,0,0.12,0,1,Cut Tape (CT),-,33pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1312-1-ND,08055A470JAT2A,AVX Corporation,CAP CER 47PF 50V 5% NP0 0805,39534,0,0.12,0,1,Cut Tape (CT),-,47pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1355-1-ND,08051C332KAT2A,AVX Corporation,CAP CER 3300PF 100V 10% X7R 0805,19649,0,0.12,0,1,Cut Tape (CT),-,3300pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1316-1-ND,08055A101JAT2A,AVX Corporation,CAP CER 100PF 50V 5% NP0 0805,85990,0,0.12,0,1,Cut Tape (CT),-,100pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1320-1-ND,08055A221JAT2A,AVX Corporation,CAP CER 220PF 50V 5% NP0 0805,45240,0,0.13,0,1,Cut Tape (CT),-,220pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5162-1-ND,08055C102JAT2A,AVX Corporation,CAP CER 1000PF 50V 5% X7R 0805,18676,0,0.14,0,1,Cut Tape (CT),-,1000pF,¶ñ5%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1315-1-ND,08055A820JAT2A,AVX Corporation,CAP CER 82PF 50V 5% NP0 0805,189495,0,0.15,0,1,Cut Tape (CT),-,82pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1351-1-ND,08051C681KAT2A,AVX Corporation,CAP CER 680PF 100V 10% X7R 0805,115976,0,0.15,0,1,Cut Tape (CT),-,680pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1322-1-ND,08055A331JAT2A,AVX Corporation,CAP CER 330PF 50V 5% NP0 0805,84928,0,0.15,0,1,Cut Tape (CT),-,330pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1358-1-ND,08051C103KAT2A,AVX Corporation,CAP CER 10000PF 100V X7R 0805,72443,0,0.15,0,1,Cut Tape (CT),-,10000pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1352-1-ND,08051C102KAT2A,AVX Corporation,CAP CER 1000PF 100V 10% X7R 0805,49235,0,0.15,0,1,Cut Tape (CT),-,1000pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1391-1-ND,08055C473KAT2A,AVX Corporation,CAP CER 0.047UF 50V 10% X7R 0805,51349,0,0.15,0,1,Cut Tape (CT),-,0.047uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5031-1-ND,08055C103MAT2A,AVX Corporation,CAP CER 10000PF 50V 20% X7R 0805,49584,0,0.15,0,1,Cut Tape (CT),-,10000pF,¶ñ20%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1350-1-ND,08051C471KAT2A,AVX Corporation,CAP CER 470PF 100V 10% X7R 0805,48767,0,0.15,0,1,Cut Tape (CT),-,470pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1306-1-ND,08055A150JAT2A,AVX Corporation,CAP CER 15PF 50V 5% NP0 0805,41845,0,0.15,0,1,Cut Tape (CT),-,15pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1375-1-ND,08055C222KAT2A,AVX Corporation,CAP CER 2200PF 50V 10% X7R 0805,47549,0,0.15,0,1,Cut Tape (CT),-,2200pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1384-1-ND,08055C123KAT2A,AVX Corporation,CAP CER 0.012UF 50V 10% X7R 0805,35366,0,0.15,0,1,Cut Tape (CT),-,0.012uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cy5v.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1423-1-ND,08053G104ZAT2A,AVX Corporation,CAP CER 0.1UF 25V Y5V 0805,42777,0,0.15,0,1,Cut Tape (CT),-,0.1uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.028"" (0.71mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5013-1-ND,08051A180JAT2A,AVX Corporation,CAP CER 18PF 100V 5% NP0 0805,42305,0,0.15,0,1,Cut Tape (CT),-,18pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1309-1-ND,08055A270JAT2A,AVX Corporation,CAP CER 27PF 50V 5% NP0 0805,36980,0,0.15,0,1,Cut Tape (CT),-,27pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1356-1-ND,08051C472KAT2A,AVX Corporation,CAP CER 4700PF 100V 10% X7R 0805,39868,0,0.15,0,1,Cut Tape (CT),-,4700pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5012-1-ND,08051A121JAT2A,AVX Corporation,CAP CER 120PF 100V 5% NP0 0805,34044,0,0.15,0,1,Cut Tape (CT),-,120pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1280-1-ND,08051A220JAT2A,AVX Corporation,CAP CER 22PF 100V 5% NP0 0805,29319,0,0.15,0,1,Cut Tape (CT),-,22pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1282-1-ND,08051A470JAT2A,AVX Corporation,CAP CER 47PF 100V 5% NP0 0805,29371,0,0.15,0,1,Cut Tape (CT),-,47pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1349-1-ND,08051C331KAT2A,AVX Corporation,CAP CER 330PF 100V 10% X7R 0805,28788,0,0.15,0,1,Cut Tape (CT),-,330pF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1381-1-ND,08055C682KAT2A,AVX Corporation,CAP CER 6800PF 50V 10% X7R 0805,25295,0,0.15,0,1,Cut Tape (CT),-,6800pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1314-1-ND,08055A680JAT2A,AVX Corporation,CAP CER 68PF 50V 5% NP0 0805,28164,0,0.15,0,1,Cut Tape (CT),-,68pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1317-1-ND,08055A121JAT2A,AVX Corporation,CAP CER 120PF 50V 5% NP0 0805,25818,0,0.15,0,1,Cut Tape (CT),-,120pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1382-1-ND,08055C822KAT2A,AVX Corporation,CAP CER 8200PF 50V 10% X7R 0805,24036,0,0.15,0,1,Cut Tape (CT),-,8200pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1393-1-ND,08055C683KAT2A,AVX Corporation,CAP CER 0.068UF 50V 10% X7R 0805,23852,0,0.15,0,1,Cut Tape (CT),-,0.068uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1281-1-ND,08051A330JAT2A,AVX Corporation,CAP CER 33PF 100V 5% NP0 0805,19276,0,0.15,0,1,Cut Tape (CT),-,33pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1305-1-ND,08055A120JAT2A,AVX Corporation,CAP CER 12PF 50V 5% NP0 0805,18987,0,0.15,0,1,Cut Tape (CT),-,12pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1313-1-ND,08055A560JAT2A,AVX Corporation,CAP CER 56PF 50V 5% NP0 0805,17385,0,0.15,0,1,Cut Tape (CT),-,56pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1321-1-ND,08055A271JAT2A,AVX Corporation,CAP CER 270PF 50V 5% NP0 0805,19964,0,0.15,0,1,Cut Tape (CT),-,270pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1374-1-ND,08055C182KAT2A,AVX Corporation,CAP CER 1800PF 50V 10% X7R 0805,20171,0,0.15,0,1,Cut Tape (CT),-,1800pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1377-1-ND,08055C332KAT2A,AVX Corporation,CAP CER 3300PF 50V 10% X7R 0805,24409,0,0.15,0,1,Cut Tape (CT),-,3300pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1379-1-ND,08055C472KAT2A,AVX Corporation,CAP CER 4700PF 50V 10% X7R 0805,18615,0,0.15,0,1,Cut Tape (CT),-,4700pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1392-1-ND,08055C563KAT2A,AVX Corporation,CAP CER 0.056UF 50V 10% X7R 0805,23878,0,0.15,0,1,Cut Tape (CT),-,0.056uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1307-1-ND,08055A180JAT2A,AVX Corporation,CAP CER 18PF 50V 5% NP0 0805,23153,0,0.15,0,1,Cut Tape (CT),-,18pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
