"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1390-1-ND,08055C393KAT2A,AVX Corporation,CAP CER 0.039UF 50V 10% X7R 0805,18998,0,0.15,0,1,Cut Tape (CT),-,0.039uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-6041-1-ND,08051C153JAT2A,AVX Corporation,CAP CER 0.015UF 100V 5% X7R 0805,14188,0,0.15,0,1,Cut Tape (CT),-,0.015uF,¶ñ5%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5025-1-ND,08051A6R8CAT2A,AVX Corporation,CAP CER 6.8PF 100V NP0 0805,58610,0,0.17,0,1,Cut Tape (CT),-,6.8pF,¶ñ0.25pF,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1339-1-ND,08052C102KAT2A,AVX Corporation,CAP CER 1000PF 200V 10% X7R 0805,50109,0,0.17,0,1,Cut Tape (CT),-,1000pF,¶ñ10%,200V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1323-1-ND,08055A391JAT2A,AVX Corporation,CAP CER 390PF 50V 5% NP0 0805,14136,0,0.17,0,1,Cut Tape (CT),-,390pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5026-1-ND,08051A820JAT2A,AVX Corporation,CAP CER 82PF 100V 5% NP0 0805,38309,0,0.18,0,1,Cut Tape (CT),-,82pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3733-1-ND,08051A101KAT2A,AVX Corporation,CAP CER 100PF 100V 10% NP0 0805,22287,0,0.18,0,1,Cut Tape (CT),-,100pF,¶ñ10%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3739-1-ND,08051A330KAT2A,AVX Corporation,CAP CER 33PF 100V 10% NP0 0805,18089,0,0.18,0,1,Cut Tape (CT),-,33pF,¶ñ10%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3731-1-ND,08051A100KAT2A,AVX Corporation,CAP CER 10PF 100V 10% NP0 0805,20590,0,0.18,0,1,Cut Tape (CT),-,10pF,¶ñ10%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3736-1-ND,08051A220KAT2A,AVX Corporation,CAP CER 22PF 100V 10% NP0 0805,10512,0,0.18,0,1,Cut Tape (CT),-,22pF,¶ñ10%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3740-1-ND,08051A470KAT2A,AVX Corporation,CAP CER 47PF 100V 10% NP0 0805,11480,0,0.18,0,1,Cut Tape (CT),-,47pF,¶ñ10%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1326-1-ND,08055A681JAT2A,AVX Corporation,CAP CER 680PF 50V 5% NP0 0805,91390,0,0.19,0,1,Cut Tape (CT),-,680pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3746-1-ND,08051C222JAT2A,AVX Corporation,CAP CER 2200PF 100V 5% X7R 0805,122509,0,0.19,0,1,Cut Tape (CT),-,2200pF,¶ñ5%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3768-1-ND,08055C103JAT2A,AVX Corporation,CAP CER 10000PF 50V 5% X7R 0805,54316,0,0.19,0,1,Cut Tape (CT),-,10000pF,¶ñ5%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3745-1-ND,08051C103JAT2A,AVX Corporation,CAP CER 10000PF 100V 5% X7R 0805,17123,0,0.19,0,1,Cut Tape (CT),-,10000pF,¶ñ5%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1327-1-ND,08055A821JAT2A,AVX Corporation,CAP CER 820PF 50V 5% NP0 0805,32480,0,0.2,0,1,Cut Tape (CT),-,820pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cy5v.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1422-1-ND,08055G224ZAT2A,AVX Corporation,CAP CER 0.22UF 50V Y5V 0805,53209,0,0.18,0,1,Cut Tape (CT),-,0.22uF,"-20%, +80%",50V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5023-1-ND,08051A560JAT2A,AVX Corporation,CAP CER 56PF 100V 5% NP0 0805,25603,0,0.18,0,1,Cut Tape (CT),-,56pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5153-1-ND,08051A4R7CAT2A,AVX Corporation,CAP CER 4.7PF 100V NP0 0805,30875,0,0.18,0,1,Cut Tape (CT),-,4.7pF,¶ñ0.25pF,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1325-1-ND,08055A561JAT2A,AVX Corporation,CAP CER 560PF 50V 5% NP0 0805,26202,0,0.18,0,1,Cut Tape (CT),-,560pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5149-1-ND,08051A1R2CAT2A,AVX Corporation,CAP CER 1.2PF 100V NP0 0805,22478,0,0.18,0,1,Cut Tape (CT),-,1.2pF,¶ñ0.25pF,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1319-1-ND,08055A181JAT2A,AVX Corporation,CAP CER 180PF 50V 5% NP0 0805,18208,0,0.18,0,1,Cut Tape (CT),-,180pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-6221-1-ND,0805YC473KAT2A,AVX Corporation,CAP CER 0.047UF 16V 10% X7R 0805,23359,0,0.18,0,1,Cut Tape (CT),-,0.047uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5011-1-ND,08051A120JAT2A,AVX Corporation,CAP CER 12PF 100V 5% NP0 0805,4736,0,0.2,0,1,Cut Tape (CT),-,12pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-5034-1-ND,0805YC105KAT2A,AVX Corporation,CAP CER 1UF 16V 10% X7R 0805,89784,0,0.19,0,1,Cut Tape (CT),-,1.0uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx5r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1416-1-ND,08056D475KAT2A,AVX Corporation,CAP CER 4.7UF 6.3V 10% X5R 0805,12120,0,0.18,0,1,Cut Tape (CT),-,4.7uF,¶ñ10%,6.3V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5156-1-ND,08051C273KAT2A,AVX Corporation,CAP CER 0.027UF 100V X7R 0805,18747,0,0.22,0,1,Cut Tape (CT),-,0.027uF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-7952-1-ND,08055A101KAT2A,AVX Corporation,CAP CER 100PF 50V 10% NP0 0805,8184,0,0.23,0,1,Cut Tape (CT),-,100pF,¶ñ10%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-7955-1-ND,08055A470KAT2A,AVX Corporation,CAP CER 47PF 50V 10% NP0 0805,5545,0,0.23,0,1,Cut Tape (CT),-,47pF,¶ñ10%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3765-1-ND,08055A331KAT2A,AVX Corporation,CAP CER 330PF 50V 10% NP0 0805,14516,0,0.24,0,1,Cut Tape (CT),-,330pF,¶ñ10%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3767-1-ND,08055A471KAT2A,AVX Corporation,CAP CER 470PF 50V 10% NP0 0805,15250,0,0.24,0,1,Cut Tape (CT),-,470pF,¶ñ10%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1284-1-ND,08051A101JAT2A,AVX Corporation,CAP CER 100PF 100V 5% NP0 0805,53239,0,0.24,0,1,Cut Tape (CT),-,100pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1397-1-ND,08053C154KAT2A,AVX Corporation,CAP CER 0.15UF 25V 10% X7R 0805,31298,0,0.24,0,1,Cut Tape (CT),-,0.15uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/cy5v.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1425-1-ND,08053G474ZAT2A,AVX Corporation,CAP CER 0.47UF 25V Y5V 0805,29120,0,0.24,0,1,Cut Tape (CT),-,0.47uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1270-1-ND,08052A470JAT2A,AVX Corporation,CAP CER 47PF 200V 5% NP0 0805,28029,0,0.24,0,1,Cut Tape (CT),-,47pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1287-1-ND,08051A331JAT2A,AVX Corporation,CAP CER 330PF 100V 5% NP0 0805,33595,0,0.24,0,1,Cut Tape (CT),-,330pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1279-1-ND,08051A150JAT2A,AVX Corporation,CAP CER 15PF 100V 5% NP0 0805,22007,0,0.24,0,1,Cut Tape (CT),-,15pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1269-1-ND,08052A330JAT2A,AVX Corporation,CAP CER 33PF 200V 5% NP0 0805,19965,0,0.24,0,1,Cut Tape (CT),-,33pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1289-1-ND,08051A681JAT2A,AVX Corporation,CAP CER 680PF 100V 5% NP0 0805,19129,0,0.24,0,1,Cut Tape (CT),-,680pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1268-1-ND,08052A220JAT2A,AVX Corporation,CAP CER 22PF 200V 5% NP0 0805,12846,0,0.24,0,1,Cut Tape (CT),-,22pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1283-1-ND,08051A680JAT2A,AVX Corporation,CAP CER 68PF 100V 5% NP0 0805,15642,0,0.24,0,1,Cut Tape (CT),-,68pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1278-1-ND,08051A100JAT2A,AVX Corporation,CAP CER 10PF 100V 5% NP0 0805,9943,0,0.24,0,1,Cut Tape (CT),-,10pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1288-1-ND,08051A471JAT2A,AVX Corporation,CAP CER 470PF 100V 5% NP0 0805,9210,0,0.24,0,1,Cut Tape (CT),-,470pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1267-1-ND,08052A150JAT2A,AVX Corporation,CAP CER 15PF 200V 5% NP0 0805,8267,0,0.24,0,1,Cut Tape (CT),-,15pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3754-1-ND,08053A272JAT2A,AVX Corporation,CAP CER 2700PF 25V 5% NP0 0805,79791,0,0.25,0,1,Cut Tape (CT),-,2700pF,¶ñ5%,25V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3735-1-ND,08051A200JAT2A,AVX Corporation,CAP CER 20PF 100V 5% NP0 0805,58967,0,0.25,0,1,Cut Tape (CT),-,20pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1301-1-ND,08055A5R6CAT2A,AVX Corporation,CAP CER 5.6PF 50V NP0 0805,36109,0,0.25,0,1,Cut Tape (CT),-,5.6pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1363-1-ND,08055C221KAT2A,AVX Corporation,CAP CER 220PF 50V 10% X7R 0805,28805,0,0.25,0,1,Cut Tape (CT),-,220pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1297-1-ND,08055A2R7CAT2A,AVX Corporation,CAP CER 2.7PF 50V NP0 0805,25209,0,0.25,0,1,Cut Tape (CT),-,2.7pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3743-1-ND,08051A750JAT2A,AVX Corporation,CAP CER 75PF 100V 5% NP0 0805,25314,0,0.25,0,1,Cut Tape (CT),-,75pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
