"•ÈÀ""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height,Number of Terminations,In Adafruit Kit,Common part,Stock Part,5% Rohs Part,1% Rohs Part,Stock Resistance,Stock,Query,Package,Column3,Column4,Column5,Column6
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-1R3.jpg,1.3EBK-ND,CFR-12JB-52-1R3,Yageo,RES 1.3 OHM 1/6W 5% AXIAL,0,0,0.1,0,1,Bulk,CFR,1.3,å±5%,"0.167W, 1/6W",Carbon Film,-,350ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,,,,,,#N/A,,1.3å±5%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-2R4.jpg,2.4EBK-ND,CFR-12JB-52-2R4,Yageo,RES 2.4 OHM 1/6W 5% AXIAL,0,0,0.1,0,1,Bulk,CFR,2.4,å±5%,"0.167W, 1/6W",Carbon Film,-,350ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,,,,,,#N/A,,2.4å±5%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-8M2.jpg,8.2MEBK-ND,CFR-12JB-52-8M2,Yageo,RES 8.2M OHM 1/6W 5% AXIAL,0,0,0.1,0,1,Bulk,CFR,8.2M,å±5%,"0.167W, 1/6W",Carbon Film,-,-1500ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,,,,,,#N/A,,8.2Må±5%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_ZOR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/ZOR.jpg,0.0EBK-ND,ZOR-12-B-52-0R,Yageo,RES 0.0 OHM 1/6W JUMP AXIAL,67386,0,0.1,0,1,Bulk,ZOR,0,Jumper,"0.167W, 1/6W",Carbon Film,-,-,-,Axial,Axial,"0.071"" Dia x 0.130"" L (1.80mm x 3.30mm)",-,2,,,,,,STOCK,Stock,0JumperStock,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,10.0KXBK-ND,MFR-25FBF52-10K,Yageo,RES 10K OHM 1/4W 1% AXIAL,419884,0,0.1,0,1,Bulk,MFR,10k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,10kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Photos/Yageo%20Photos/MFR-25FBF-1K00.jpg,1.00KXBK-ND,MFR-25FBF52-1K,Yageo,RES 1K OHM 1/4W 1% AXIAL,224449,0,0.1,0,1,Bulk,MFR,1k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,1kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,100KXBK-ND,MFR-25FBF52-100K,Yageo,RES 100K OHM 1/4W 1% AXIAL,111183,0,0.1,0,1,Bulk,MFR,100k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,100kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,100XBK-ND,MFR-25FBF52-100R,Yageo,RES 100 OHM 1/4W 1% AXIAL,111365,0,0.1,0,1,Bulk,MFR,100,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,100å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,15.0KXBK-ND,MFR-25FBF52-15K,Yageo,RES 15K OHM 1/4W 1% AXIAL,70911,0,0.1,0,1,Bulk,MFR,15k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,15kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,2.00KXBK-ND,MFR-25FBF52-2K,Yageo,RES 2K OHM 1/4W 1% AXIAL,55551,0,0.1,0,1,Bulk,MFR,2k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,2kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,4.99KXBK-ND,MFR-25FBF52-4K99,Yageo,RES 4.99K OHM 1/4W 1% AXIAL,47063,0,0.1,0,1,Bulk,MFR,4.99k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,4.99kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,1.00MXBK-ND,MFR-25FBF52-1M,Yageo,RES 1M OHM 1/4W 1% AXIAL,46187,0,0.1,0,1,Bulk,MFR,1M,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,1Må±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,681XBK-ND,MFR-25FBF52-681R,Yageo,RES 681 OHM 1/4W 1% AXIAL,43796,0,0.1,0,1,Bulk,MFR,681,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,681å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FBF52-121R.jpg,121XBK-ND,MFR-25FBF52-121R,Yageo,RES 121 OHM 1/4W 1% AXIAL,39705,0,0.1,0,1,Bulk,MFR,121,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,121å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,301KXBK-ND,MFR-25FBF52-301K,Yageo,RES 301K OHM 1/4W 1% AXIAL,39521,0,0.1,0,1,Bulk,MFR,301k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,301kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,30.1KXBK-ND,MFR-25FBF52-30K1,Yageo,RES 30.1K OHM 1/4W 1% AXIAL,39077,0,0.1,0,1,Bulk,MFR,30.1k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,30.1kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,3.32KXBK-ND,MFR-25FBF52-3K32,Yageo,RES 3.32K OHM 1/4W 1% AXIAL,39153,0,0.1,0,1,Bulk,MFR,3.32k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,3.32kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,20.0KXBK-ND,MFR-25FBF52-20K,Yageo,RES 20K OHM 1/4W 1% AXIAL,37838,0,0.1,0,1,Bulk,MFR,20k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,20kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,499XBK-ND,MFR-25FBF52-499R,Yageo,RES 499 OHM 1/4W 1% AXIAL,37511,0,0.1,0,1,Bulk,MFR,499,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,499å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,7.50KXBK-ND,MFR-25FBF52-7K5,Yageo,RES 7.5K OHM 1/4W 1% AXIAL,37439,0,0.1,0,1,Bulk,MFR,7.5k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,7.5kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,3.01KXBK-ND,MFR-25FBF52-3K01,Yageo,RES 3.01K OHM 1/4W 1% AXIAL,36328,0,0.1,0,1,Bulk,MFR,3.01k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,3.01kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,2.21KXBK-ND,MFR-25FBF52-2K21,Yageo,RES 2.21K OHM 1/4W 1% AXIAL,35239,0,0.1,0,1,Bulk,MFR,2.21k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,2.21kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,10.0XBK-ND,MFR-25FBF52-10R,Yageo,RES 10 OHM 1/4W 1% AXIAL,34883,0,0.1,0,1,Bulk,MFR,10,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,10å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,200XBK-ND,MFR-25FBF52-200R,Yageo,RES 200 OHM 1/4W 1% AXIAL,34090,0,0.1,0,1,Bulk,MFR,200,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,200å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,12.1KXBK-ND,MFR-25FBF52-12K1,Yageo,RES 12.1K OHM 1/4W 1% AXIAL,29740,0,0.1,0,1,Bulk,MFR,12.1k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,12.1kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,150XBK-ND,MFR-25FBF52-150R,Yageo,RES 150 OHM 1/4W 1% AXIAL,29043,0,0.1,0,1,Bulk,MFR,150,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,150å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,49.9KXBK-ND,MFR-25FBF52-49K9,Yageo,RES 49.9K OHM 1/4W 1% AXIAL,27149,0,0.1,0,1,Bulk,MFR,49.9k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,49.9kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,221XBK-ND,MFR-25FBF52-221R,Yageo,RES 221 OHM 1/4W 1% AXIAL,26800,0,0.1,0,1,Bulk,MFR,221,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,221å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,1.50KXBK-ND,MFR-25FBF52-1K5,Yageo,RES 1.5K OHM 1/4W 1% AXIAL,26261,0,0.1,0,1,Bulk,MFR,1.5k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,1.5kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,8.06KXBK-ND,MFR-25FBF52-8K06,Yageo,RES 8.06K OHM 1/4W 1% AXIAL,24826,0,0.1,0,1,Bulk,MFR,8.06k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,8.06kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,249XBK-ND,MFR-25FBF52-249R,Yageo,RES 249 OHM 1/4W 1% AXIAL,22261,0,0.1,0,1,Bulk,MFR,249,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,249å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,4.75KXBK-ND,MFR-25FBF52-4K75,Yageo,RES 4.75K OHM 1/4W 1% AXIAL,16790,0,0.1,0,1,Bulk,MFR,4.75k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,4.75kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,68.1XBK-ND,MFR-25FBF52-68R1,Yageo,RES 68.1 OHM 1/4W 1% AXIAL,22082,0,0.1,0,1,Bulk,MFR,68.1,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,68.1å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,825XBK-ND,MFR-25FBF52-825R,Yageo,RES 825 OHM 1/4W 1% AXIAL,21792,0,0.1,0,1,Bulk,MFR,825,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,825å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,49.9XBK-ND,MFR-25FBF52-49R9,Yageo,RES 49.9 OHM 1/4W 1% AXIAL,20392,0,0.1,0,1,Bulk,MFR,49.9,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,49.9å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,39.2XBK-ND,MFR-25FBF52-39R2,Yageo,RES 39.2 OHM 1/4W 1% AXIAL,20197,0,0.1,0,1,Bulk,MFR,39.2,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,39.2å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,13.7KXBK-ND,MFR-25FBF52-13K7,Yageo,RES 13.7K OHM 1/4W 1% AXIAL,20024,0,0.1,0,1,Bulk,MFR,13.7k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,13.7kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,274XBK-ND,MFR-25FBF52-274R,Yageo,RES 274 OHM 1/4W 1% AXIAL,20072,0,0.1,0,1,Bulk,MFR,274,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,274å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,6.81KXBK-ND,MFR-25FBF52-6K81,Yageo,RES 6.81K OHM 1/4W 1% AXIAL,20008,0,0.1,0,1,Bulk,MFR,6.81k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,6.81kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,4.22KXBK-ND,MFR-25FBF52-4K22,Yageo,RES 4.22K OHM 1/4W 1% AXIAL,19002,0,0.1,0,1,Bulk,MFR,4.22k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,4.22kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,5.62KXBK-ND,MFR-25FBF52-5K62,Yageo,RES 5.62K OHM 1/4W 1% AXIAL,18832,0,0.1,0,1,Bulk,MFR,5.62k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,5.62kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,953XBK-ND,MFR-25FBF52-953R,Yageo,RES 953 OHM 1/4W 1% AXIAL,18713,0,0.1,0,1,Bulk,MFR,953,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,953å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,499KXBK-ND,MFR-25FBF52-499K,Yageo,RES 499K OHM 1/4W 1% AXIAL,17665,0,0.1,0,1,Bulk,MFR,499k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,499kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,24.3KXBK-ND,MFR-25FBF52-24K3,Yageo,RES 24.3K OHM 1/4W 1% AXIAL,17711,0,0.1,0,1,Bulk,MFR,24.3k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,24.3kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,200KXBK-ND,MFR-25FBF52-200K,Yageo,RES 200K OHM 1/4W 1% AXIAL,17213,0,0.1,0,1,Bulk,MFR,200k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,STOCK,,200kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,511XBK-ND,MFR-25FBF52-511R,Yageo,RES 511 OHM 1/4W 1% AXIAL,16960,0,0.1,0,1,Bulk,MFR,511,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,511å±1%,,,,,
